Date,FLMVX,PIXAX,PSTKX,VIVAX,VPCCX
2013-09-20,32.55,6.01,8.94,27.14,18.15
2013-09-23,32.47,5.99,8.91,26.99,18.01
2013-09-24,32.45,5.99,8.89,26.91,17.99
2013-09-25,32.37,5.99,8.86,26.87,17.94
2013-09-26,32.48,6.0,8.9,26.9,17.96
2013-09-27,32.35,5.97,8.86,26.79,17.93
2013-09-30,32.32,5.94,8.81,26.62,17.84
2013-10-01,32.6,5.99,8.89,26.81,17.99
2013-10-02,32.56,5.99,8.88,26.81,17.95
2013-10-03,32.29,5.95,8.81,26.59,17.77
2013-10-04,32.55,5.99,8.87,26.77,17.89
2013-10-07,32.2,5.94,8.78,26.54,17.72
2013-10-08,31.85,5.87,8.68,26.3,17.45
2013-10-09,31.85,5.88,8.69,26.36,17.42
2013-10-10,32.53,6.01,8.88,26.93,17.75
2013-10-11,32.71,6.06,8.94,27.09,17.88
2013-10-14,32.75,6.07,8.97,27.17,17.97
2013-10-15,32.44,6.03,8.91,26.97,17.88
2013-10-16,32.87,6.12,9.04,27.36,18.11
2013-10-17,33.14,6.17,9.11,27.6,18.28
2013-10-18,33.28,6.2,9.16,27.7,18.39
2013-10-21,33.28,6.19,9.16,27.69,18.39
2013-10-22,33.48,6.24,9.21,27.85,18.58
2013-10-23,33.25,6.2,9.17,27.72,18.53
2013-10-24,33.33,6.22,9.2,27.76,18.59
2013-10-25,33.48,6.25,9.24,27.88,18.66
2013-10-28,33.51,6.25,9.26,27.93,18.7
2013-10-29,33.7,6.29,9.3,28.09,18.77
2013-10-30,33.5,6.26,9.27,27.95,18.66
2013-10-31,33.52,6.24,9.23,27.83,18.6
2013-11-01,33.59,6.25,9.26,27.92,18.65
2013-11-04,33.75,6.3,9.3,28.06,18.7
2013-11-05,33.61,6.27,9.27,27.98,18.63
2013-11-06,33.75,6.3,9.33,28.19,18.67
2013-11-07,33.3,6.22,9.21,27.86,18.44
2013-11-08,33.71,6.3,9.33,28.26,18.66
2013-11-11,33.79,6.31,9.33,28.28,18.7
2013-11-12,33.71,6.3,9.31,28.19,18.68
2013-11-13,34.01,6.35,9.4,28.39,18.83
2013-11-14,34.14,6.39,9.44,28.53,18.92
2013-11-15,34.27,6.41,9.48,28.65,18.98
2013-11-18,34.13,6.39,9.45,28.58,18.91
2013-11-19,34.01,6.37,9.43,28.54,18.85
2013-11-20,33.92,6.35,9.4,28.45,18.77
2013-11-21,34.26,6.41,9.48,28.68,18.91
2013-11-22,34.37,6.44,9.52,28.82,19.07
2013-11-25,34.33,6.43,9.51,28.8,19.06
2013-11-26,34.35,6.43,9.51,28.73,19.05
2013-11-27,34.37,6.45,9.53,28.78,19.11
2013-11-29,34.26,6.44,9.53,28.72,19.08
2013-12-02,34.18,6.42,9.5,28.68,19.09
2013-12-03,34.09,6.41,9.47,28.56,18.96
2013-12-04,34.01,6.4,9.46,28.54,18.88
2013-12-05,33.91,6.35,9.42,28.32,18.83
2013-12-06,34.27,6.42,9.52,28.69,19.06
2013-12-09,34.34,6.43,9.54,28.77,19.05
2013-12-10,34.23,6.41,9.52,28.67,18.98
2013-12-11,33.82,6.33,9.4,28.32,18.78
2013-12-12,33.76,6.31,9.36,28.22,18.72
2013-12-13,33.78,6.31,9.37,28.22,18.74
2013-12-16,34.04,6.35,9.43,28.39,18.83
2013-12-17,33.99,6.33,9.4,28.27,18.78
2013-12-18,34.44,6.43,9.56,28.77,19.05
2013-12-19,34.32,6.42,9.54,28.75,19.05
2013-12-20,34.58,6.45,9.59,28.85,19.14
2013-12-23,34.75,6.48,9.63,28.95,19.23
2013-12-24,34.89,6.5,9.65,29.07,19.27
2013-12-26,34.94,6.52,9.69,29.22,19.35
2013-12-27,34.95,6.53,9.7,29.23,19.36
2013-12-30,35.03,6.53,9.7,29.22,19.39
2013-12-31,35.12,6.56,9.73,29.31,19.44
2014-01-02,34.76,6.51,9.66,29.05,19.29
2014-01-03,34.81,6.52,9.65,29.1,19.31
2014-01-06,34.68,6.51,9.63,29.06,19.24
2014-01-07,34.89,6.55,9.69,29.22,19.36
2014-01-08,34.91,6.54,9.68,29.2,19.46
2014-01-09,34.93,6.55,9.68,29.24,19.48
2014-01-10,35.12,6.57,9.73,29.29,19.58
2014-01-13,34.65,6.49,9.61,28.97,19.29
2014-01-14,34.97,6.55,9.71,29.21,19.54
2014-01-15,35.09,6.58,9.75,29.36,19.61
2014-01-16,35.01,6.57,9.74,29.29,19.64
2014-01-17,34.94,6.54,9.71,29.17,19.63
2014-01-21,35.03,6.55,9.73,29.2,19.69
2014-01-22,35.19,6.55,9.73,29.2,19.78
2014-01-23,34.82,6.5,9.66,28.89,19.63
2014-01-24,34.07,6.36,9.46,28.34,19.16
2014-01-27,33.92,6.33,9.42,28.25,19.04
2014-01-28,34.19,6.38,9.48,28.46,19.22
2014-01-29,33.97,6.33,9.39,28.22,19.03
2014-01-30,34.33,6.38,9.47,28.46,19.28
2014-01-31,34.14,6.35,9.43,28.26,19.18
2014-02-03,33.29,6.19,9.24,27.61,18.76
2014-02-04,33.6,6.23,9.3,27.74,18.85
2014-02-05,33.59,6.22,9.29,27.7,18.83
2014-02-06,34.09,6.3,9.41,28.02,19.07
2014-02-07,34.48,6.37,9.54,28.36,19.39
2014-02-10,34.54,6.38,9.55,28.37,19.42
2014-02-11,34.88,6.44,9.65,28.7,19.65
2014-02-12,34.9,6.44,9.66,28.7,19.65
2014-02-13,35.13,6.49,9.71,28.84,19.79
2014-02-14,35.27,6.52,9.76,29.03,19.89
2014-02-18,35.41,6.54,9.77,29.03,19.95
2014-02-19,35.25,6.51,9.71,28.84,19.84
2014-02-20,35.39,6.55,9.78,29.05,20.02
2014-02-21,35.44,6.55,9.76,29.01,20.07
2014-02-24,35.63,6.59,9.82,29.18,20.18
2014-02-25,35.63,6.58,9.82,29.11,20.18
2014-02-26,35.66,6.59,9.81,29.13,20.2
2014-02-27,35.8,6.62,9.87,29.25,20.28
2014-02-28,35.98,6.64,9.89,29.37,20.3
2014-03-03,35.7,6.6,9.82,29.16,20.09
2014-03-04,36.16,6.7,9.96,29.6,20.44
2014-03-05,36.11,6.7,9.97,29.59,20.44
2014-03-06,36.18,6.71,9.98,29.67,20.5
2014-03-07,36.29,6.71,9.99,29.76,20.44
2014-03-10,36.21,6.71,9.99,29.74,20.49
2014-03-11,35.99,6.66,9.93,29.55,20.39
2014-03-12,36.0,6.67,9.94,29.57,20.44
2014-03-13,35.73,6.6,9.83,29.28,20.17
2014-03-14,35.77,6.59,9.8,29.23,20.12
2014-03-17,36.03,6.65,9.89,29.5,20.35
2014-03-18,36.21,6.71,9.96,29.7,20.54
2014-03-19,36.0,6.67,9.89,29.55,20.46
2014-03-20,36.18,6.71,9.95,29.79,20.57
2014-03-21,36.24,6.69,9.92,29.79,20.41
2014-03-24,35.96,6.66,9.87,29.71,20.26
2014-03-25,35.99,6.69,9.92,29.88,20.36
2014-03-26,35.72,6.66,9.84,29.73,20.18
2014-03-27,35.62,6.63,9.83,29.7,20.14
2014-03-28,35.86,6.67,9.88,29.87,20.2
2014-03-31,36.24,6.75,9.96,30.13,20.45
2014-04-01,36.49,6.79,10.02,30.25,20.63
2014-04-02,36.62,6.81,10.05,30.35,20.68
2014-04-03,36.59,6.81,10.05,30.37,20.63
2014-04-04,36.23,6.74,9.93,30.1,20.3
2014-04-07,35.72,6.66,9.83,29.8,20.1
2014-04-08,35.86,6.68,9.86,29.86,20.16
2014-04-09,36.15,6.76,9.97,30.13,20.42
2014-04-10,35.44,6.63,9.77,29.6,19.9
2014-04-11,35.1,6.56,9.68,29.36,19.64
2014-04-14,35.28,6.61,9.76,29.58,19.79
2014-04-15,35.5,6.65,9.83,29.77,19.93
2014-04-16,35.84,6.71,9.92,30.05,20.12
2014-04-17,35.86,6.73,9.94,30.1,20.18
2014-04-21,35.9,6.75,9.97,30.17,20.28
2014-04-22,36.11,6.78,10.02,30.25,20.37
2014-04-23,36.13,6.78,10.0,30.26,20.31
2014-04-24,36.09,6.78,10.01,30.24,20.25
2014-04-25,35.81,6.73,9.94,30.09,20.01
2014-04-28,35.8,6.74,9.97,30.21,20.03
2014-04-29,35.95,6.77,10.01,30.32,20.14
2014-04-30,36.18,6.8,10.04,30.4,20.15
2014-05-01,36.3,6.8,10.04,30.34,20.17
2014-05-02,36.33,6.79,10.03,30.28,20.14
2014-05-05,36.36,6.8,10.04,30.27,20.2
2014-05-06,36.07,6.74,9.97,30.02,20.06
2014-05-07,36.38,6.8,10.03,30.32,20.2
2014-05-08,36.3,6.8,10.02,30.28,20.2
2014-05-09,36.36,6.8,10.03,30.29,20.27
2014-05-12,36.74,6.87,10.13,30.53,20.53
2014-05-13,36.6,6.88,10.13,30.58,20.53
2014-05-14,36.39,6.84,10.09,30.46,20.46
2014-05-15,36.11,6.78,10.0,30.17,20.27
2014-05-16,36.29,6.79,10.04,30.22,20.38
2014-05-19,36.43,6.82,10.08,30.3,20.47
2014-05-20,36.16,6.77,10.01,30.1,20.31
2014-05-21,36.35,6.83,10.09,30.34,20.49
2014-05-22,36.43,6.83,10.12,30.39,20.59
2014-05-23,36.62,6.87,10.16,30.48,20.7
2014-05-27,36.79,6.9,10.22,30.59,20.8
2014-05-28,36.77,6.9,10.21,30.61,20.78
2014-05-29,36.91,6.93,10.26,30.75,20.89
2014-05-30,36.97,6.94,10.28,30.83,20.91
2014-06-02,37.07,6.95,10.29,30.86,20.94
2014-06-03,37.07,6.95,10.29,30.87,20.95
2014-06-04,37.21,6.97,10.31,30.92,21.03
2014-06-05,37.37,7.01,10.37,31.11,21.15
2014-06-06,37.37,7.05,10.42,31.26,21.23
2014-06-09,37.64,7.05,10.43,31.29,21.23
2014-06-10,37.54,7.05,10.43,31.3,21.24
2014-06-11,37.38,7.02,10.39,31.14,21.13
2014-06-12,37.17,6.98,10.32,30.96,20.94
2014-06-13,37.25,7.01,10.35,31.09,21.03
2014-06-16,37.27,7.02,10.36,31.12,21.02
2014-06-17,37.5,7.04,10.38,31.21,21.09
2014-06-18,37.77,7.1,10.46,31.45,21.25
2014-06-19,37.84,7.12,10.47,31.51,21.31
2014-06-20,37.9,7.13,10.49,31.6,21.47
2014-06-23,37.88,7.13,10.49,31.61,21.4
2014-06-24,37.68,7.08,10.43,31.37,21.25
2014-06-25,37.85,7.12,10.47,31.47,21.38
2014-06-26,37.79,7.11,10.47,31.41,21.36
2014-06-27,37.93,7.13,10.49,31.44,21.41
2014-06-30,37.99,7.13,10.48,31.41,21.39
2014-07-01,38.18,7.18,10.56,31.59,21.59
2014-07-02,38.04,7.17,10.56,31.6,21.6
2014-07-03,38.26,7.21,10.62,31.77,21.74
2014-07-07,38.09,7.16,10.58,31.65,21.58
2014-07-08,37.93,7.12,10.52,31.48,21.42
2014-07-09,38.02,7.15,10.56,31.6,21.51
2014-07-10,37.8,7.13,10.52,31.51,21.42
2014-07-11,37.8,7.13,10.54,31.54,21.46
2014-07-14,37.87,7.16,10.58,31.66,21.53
2014-07-15,37.85,7.14,10.57,31.67,21.46
2014-07-16,37.83,7.18,10.61,31.9,21.49
2014-07-17,37.47,7.11,10.49,31.57,21.17
2014-07-18,37.83,7.17,10.59,31.84,21.42
2014-07-21,37.7,7.15,10.56,31.77,21.41
2014-07-22,37.79,7.2,10.61,31.91,21.53
2014-07-23,37.73,7.19,10.64,31.93,21.63
2014-07-24,37.87,7.2,10.64,31.96,21.61
2014-07-25,37.66,7.17,10.59,31.84,21.51
2014-07-28,37.69,7.16,10.59,31.84,21.47
2014-07-29,37.46,7.13,10.54,31.68,21.37
2014-07-30,37.4,7.12,10.55,31.62,21.51
2014-07-31,36.73,6.98,10.34,31.01,21.13
2014-08-01,36.72,6.97,10.31,30.93,21.05
2014-08-04,36.9,7.01,10.38,31.13,21.19
2014-08-05,36.63,6.95,10.28,30.8,21.02
2014-08-06,36.68,6.95,10.29,30.8,21.03
2014-08-07,36.5,6.91,10.23,30.64,20.89
2014-08-08,36.96,6.98,10.34,30.98,21.12
2014-08-11,37.05,7.01,10.38,31.04,21.18
2014-08-12,37.0,7.0,10.37,31.02,21.15
2014-08-13,37.18,7.05,10.44,31.21,21.33
2014-08-14,37.42,7.08,10.49,31.35,21.47
2014-08-15,37.39,7.08,10.49,31.3,21.48
2014-08-18,37.69,7.14,10.58,31.54,21.68
2014-08-19,37.9,7.17,10.63,31.66,21.8
2014-08-20,38.01,7.18,10.66,31.75,21.86
2014-08-21,38.17,7.21,10.69,31.9,21.89
2014-08-22,38.12,7.19,10.68,31.79,21.88
2014-08-25,38.31,7.21,10.72,31.96,21.96
2014-08-26,38.29,7.22,10.74,31.98,22.01
2014-08-27,38.34,7.23,10.73,32.02,22.02
2014-08-28,38.35,7.22,10.72,31.98,21.99
2014-08-29,38.47,7.25,10.76,32.1,22.05
2014-09-02,38.54,7.23,10.75,32.04,22.09
2014-09-03,38.54,7.23,10.74,32.09,22.13
2014-09-04,38.53,7.21,10.73,32.07,22.07
2014-09-05,38.69,7.26,10.79,32.22,22.14
2014-09-08,38.57,7.23,10.76,32.12,22.14
2014-09-09,38.28,7.18,10.69,31.93,22.03
2014-09-10,38.29,7.2,10.73,32.01,22.14
2014-09-11,38.38,7.21,10.74,32.07,22.17
2014-09-12,38.1,7.17,10.67,31.9,22.08
2014-09-15,38.03,7.17,10.67,31.95,22.03
2014-09-16,38.25,7.21,10.75,32.17,22.22
2014-09-17,38.25,7.21,10.76,32.21,22.26
2014-09-18,38.28,7.23,10.82,32.37,22.44
2014-09-19,38.15,7.22,10.82,32.39,22.36
2014-09-22,37.9,7.16,10.73,32.15,22.19
2014-09-23,37.62,7.11,10.66,31.91,22.01
2014-09-24,37.89,7.15,10.75,32.12,22.22
2014-09-25,37.38,7.05,10.59,31.65,21.86
2014-09-26,37.64,7.09,10.67,31.86,22.0
2014-09-29,37.6,7.07,10.64,31.76,21.92
2014-09-30,37.35,7.03,10.62,31.66,21.87
2014-10-01,36.93,6.95,10.48,31.26,21.54
2014-10-02,36.97,6.95,10.47,31.25,21.49
2014-10-03,37.3,7.02,10.6,31.61,21.71
2014-10-06,37.25,7.0,10.57,31.59,21.67
2014-10-07,36.77,6.89,10.41,31.1,21.25
2014-10-08,37.33,7.01,10.59,31.63,21.59
2014-10-09,36.49,6.84,10.39,30.96,21.12
2014-10-10,36.02,6.75,10.26,30.69,20.74
2014-10-13,35.43,6.65,10.09,30.22,20.34
2014-10-14,35.66,6.65,10.12,30.26,20.45
2014-10-15,35.53,6.59,10.0,29.93,20.4
2014-10-16,35.69,6.62,10.01,29.93,20.42
2014-10-17,36.04,6.7,10.14,30.32,20.65
2014-10-20,36.45,6.76,10.24,30.53,20.93
2014-10-21,37.25,6.9,10.44,31.08,21.48
2014-10-22,36.88,6.84,10.37,30.88,21.28
2014-10-23,37.28,6.93,10.49,31.18,21.56
2014-10-24,37.49,6.98,10.57,31.44,21.72
2014-10-27,37.47,6.96,10.55,31.39,21.72
2014-10-28,37.85,6.96,10.55,31.73,22.01
2014-10-29,37.82,7.06,10.65,31.72,21.99
2014-10-30,38.06,7.09,10.73,31.9,22.12
2014-10-31,38.58,7.19,10.86,32.26,22.39
2014-11-03,38.64,7.19,10.86,32.25,22.4
2014-11-04,38.56,7.15,10.83,32.2,22.42
2014-11-05,38.83,7.2,10.9,32.44,22.53
2014-11-06,39.04,7.23,10.95,32.57,22.65
2014-11-07,39.08,7.23,10.95,32.6,22.57
2014-11-10,39.11,7.25,10.98,32.71,22.78
2014-11-11,39.13,7.25,10.99,32.72,22.79
2014-11-12,39.14,7.25,10.99,32.66,22.76
2014-11-13,39.02,7.23,10.99,32.68,22.78
2014-11-14,38.99,7.23,10.99,32.68,22.72
2014-11-17,39.0,7.24,11.01,32.76,22.7
2014-11-18,39.22,7.28,11.06,32.9,22.9
2014-11-19,39.22,7.28,11.06,32.87,22.83
2014-11-20,39.37,7.3,11.07,32.93,22.86
2014-11-21,39.49,7.36,11.13,33.09,22.96
2014-11-24,39.73,7.36,11.13,33.11,23.05
2014-11-25,39.72,7.38,11.16,33.07,23.03
2014-11-26,39.78,7.4,11.19,33.15,23.14
2014-11-28,39.78,7.4,11.16,33.03,23.26
2014-12-01,39.5,7.3,11.08,32.91,23.12
2014-12-02,39.7,7.34,11.15,33.14,23.28
2014-12-03,39.98,7.4,11.2,33.27,23.47
2014-12-04,39.98,7.37,11.18,33.23,23.46
2014-12-05,40.12,7.39,11.21,33.33,23.52
2014-12-08,39.97,7.3,11.12,33.13,23.44
2014-12-09,40.05,7.3,11.11,33.05,23.36
2014-12-10,39.44,7.3,11.11,32.5,23.05
2014-12-11,39.6,6.57,9.29,32.68,23.16
