Date,FBMPX,FBSOX,PRMTX,SLMCX,VPMCX
2006-01-23,33.16,12.47,23.05,25.64,46.64
2006-01-24,33.5,12.56,23.34,25.69,46.9
2006-01-25,33.16,12.53,23.32,25.69,46.8
2006-01-26,33.38,12.67,23.45,26.13,47.16
2006-01-27,33.41,12.79,23.51,26.42,47.58
2006-01-30,33.39,12.81,23.53,26.4,47.59
2006-01-31,33.31,12.77,23.66,26.27,47.54
2006-02-01,33.25,12.82,23.65,26.4,47.54
2006-02-02,32.93,12.77,23.45,26.12,47.09
2006-02-03,32.67,12.7,23.31,25.99,46.87
2006-02-06,32.64,12.72,23.35,25.95,47.0
2006-02-07,32.53,12.64,23.17,25.79,46.62
2006-02-08,32.75,12.7,23.3,26.09,47.07
2006-02-09,32.64,12.7,23.14,25.98,46.87
2006-02-10,32.63,12.75,23.19,26.16,46.98
2006-02-13,32.36,12.7,22.91,25.98,46.76
2006-02-14,32.55,12.76,23.03,26.11,47.21
2006-02-15,32.64,12.84,23.1,26.32,47.33
2006-02-16,32.65,12.94,23.35,26.42,47.79
2006-02-17,32.62,12.94,23.3,26.32,47.56
2006-02-21,32.39,12.83,23.28,26.06,47.32
2006-02-22,32.69,12.98,23.37,26.29,47.72
2006-02-23,32.84,12.97,23.41,26.19,47.62
2006-02-24,32.91,13.0,23.55,26.27,47.71
2006-02-27,33.13,13.14,23.68,26.44,48.03
2006-02-28,32.43,13.02,23.5,26.26,47.48
2006-03-01,32.67,13.11,23.71,26.77,48.16
2006-03-02,32.67,13.11,23.8,26.84,48.13
2006-03-03,32.69,13.08,23.74,26.74,48.14
2006-03-06,32.41,13.03,23.78,26.66,47.76
2006-03-07,32.28,12.98,23.55,26.37,47.42
2006-03-08,32.04,13.0,23.38,26.38,47.44
2006-03-09,31.86,13.02,23.27,26.27,47.3
2006-03-10,32.02,13.1,23.39,26.34,47.52
2006-03-13,32.1,13.11,23.49,26.35,47.66
2006-03-14,32.42,13.21,23.77,26.58,48.18
2006-03-15,32.56,13.27,23.8,26.82,48.49
2006-03-16,32.4,13.26,23.79,26.63,48.4
2006-03-17,32.36,13.26,23.91,26.81,48.58
2006-03-20,32.38,13.25,24.01,26.85,48.54
2006-03-21,32.03,13.18,23.77,26.7,48.2
2006-03-22,32.22,13.26,23.77,26.76,48.47
2006-03-23,32.35,13.27,23.81,26.6,48.25
2006-03-24,32.64,13.26,23.99,26.65,48.31
2006-03-27,32.57,13.21,23.97,26.65,48.29
2006-03-28,32.58,13.17,23.87,26.43,47.97
2006-03-29,33.04,13.2,24.09,26.82,48.49
2006-03-30,33.06,13.2,24.19,27.08,48.57
2006-03-31,33.17,13.24,24.29,27.12,48.38
2006-04-03,33.13,13.22,24.3,27.16,48.66
2006-04-04,33.34,13.29,24.45,27.28,48.97
2006-04-05,33.41,13.27,24.6,27.56,49.2
2006-04-06,33.68,13.26,24.8,27.57,49.28
2006-04-07,33.43,13.18,24.66,27.32,48.83
2006-04-10,33.55,13.15,24.75,27.22,48.78
2006-04-11,33.18,13.04,24.42,27.09,48.46
2006-04-12,33.2,13.1,24.39,27.08,48.52
2006-04-13,33.15,13.14,24.54,27.19,48.59
2006-04-17,33.07,13.17,24.58,27.01,48.4
2006-04-18,33.3,13.41,24.86,27.55,49.4
2006-04-19,33.55,13.43,25.06,27.78,49.58
2006-04-20,33.59,13.63,25.06,27.81,49.49
2006-04-21,33.62,13.6,25.12,27.64,49.49
2006-04-24,33.69,13.5,25.12,27.55,49.4
2006-04-25,33.45,13.44,25.17,27.46,49.19
2006-04-26,33.66,13.46,25.4,27.44,49.23
2006-04-27,33.72,13.47,25.33,27.68,49.49
2006-04-28,33.75,13.38,25.38,27.56,49.24
2006-05-01,33.34,13.29,25.38,27.59,49.12
2006-05-02,33.34,13.27,25.5,27.79,49.47
2006-05-03,33.51,13.26,25.56,27.96,49.1
2006-05-04,33.65,13.38,25.59,28.16,49.37
2006-05-05,33.98,13.52,25.73,28.24,49.72
2006-05-08,34.11,13.53,25.84,28.17,49.69
2006-05-09,34.34,13.53,25.94,28.08,49.82
2006-05-10,34.33,13.53,25.94,27.81,49.53
2006-05-11,33.83,13.32,25.5,27.26,48.84
2006-05-12,33.24,13.21,25.09,26.98,48.22
2006-05-15,33.15,13.21,24.84,26.75,48.12
2006-05-16,33.25,13.21,24.86,26.57,48.11
2006-05-17,32.8,13.07,24.45,26.28,47.24
2006-05-18,32.54,12.98,24.17,26.14,46.81
2006-05-19,32.61,13.06,24.21,26.27,46.91
2006-05-22,32.32,12.98,23.65,25.76,46.6
2006-05-23,32.35,12.94,23.67,25.58,46.32
2006-05-24,32.43,12.95,23.55,25.69,46.44
2006-05-25,32.87,13.08,24.02,25.93,46.99
2006-05-26,33.09,13.12,24.29,26.08,47.27
2006-05-30,32.53,12.88,23.8,25.58,46.49
2006-05-31,32.64,12.98,23.91,25.76,47.0
2006-06-01,33.1,13.19,24.38,26.22,47.51
2006-06-02,32.99,13.16,24.41,26.19,47.57
2006-06-05,32.58,12.91,23.97,25.61,46.62
2006-06-06,32.51,12.9,23.79,25.56,46.46
2006-06-07,32.43,12.81,23.66,25.37,45.96
2006-06-08,32.24,12.71,23.37,25.15,45.75
2006-06-09,32.13,12.73,23.35,25.03,45.44
2006-06-12,31.61,12.46,22.88,24.53,44.7
2006-06-13,31.29,12.29,22.37,24.19,44.38
2006-06-14,31.34,12.34,22.49,24.41,44.77
2006-06-15,32.08,12.65,23.33,25.2,45.96
2006-06-16,31.94,12.64,23.28,25.06,45.86
2006-06-19,31.86,12.52,23.03,24.86,45.43
2006-06-20,31.83,12.46,23.01,24.67,45.42
2006-06-21,32.27,12.71,23.56,25.1,46.03
2006-06-22,31.96,12.58,23.35,24.88,45.84
2006-06-23,32.05,12.66,23.41,24.83,45.96
2006-06-26,32.14,12.71,23.39,24.97,46.14
2006-06-27,31.83,12.55,23.1,24.54,45.6
2006-06-28,31.97,12.58,23.21,24.51,45.81
2006-06-29,32.61,12.94,23.91,25.24,46.96
2006-06-30,32.77,13.1,24.13,25.25,47.0
2006-07-03,33.02,13.17,24.37,25.44,47.36
2006-07-05,32.7,12.94,24.05,24.99,46.87
2006-07-06,32.74,12.99,24.12,24.97,46.93
2006-07-07,32.47,12.81,23.83,24.69,46.49
2006-07-10,32.49,12.8,23.71,24.31,46.44
2006-07-11,32.61,12.79,23.87,24.59,46.64
2006-07-12,32.35,12.7,23.69,24.23,46.1
2006-07-13,31.71,12.51,23.26,23.92,45.36
2006-07-14,31.35,12.5,22.96,23.9,45.05
2006-07-17,31.35,12.42,23.01,23.89,44.84
2006-07-18,31.42,12.49,23.0,23.89,44.92
2006-07-19,31.15,12.74,23.31,24.36,45.85
2006-07-20,30.77,12.48,23.17,24.06,45.17
2006-07-21,30.6,12.28,22.89,23.5,44.76
2006-07-24,31.09,12.47,23.33,24.05,45.57
2006-07-25,31.3,12.5,23.42,24.18,45.88
2006-07-26,31.27,12.27,23.25,24.66,45.81
2006-07-27,31.21,12.16,23.09,24.73,45.71
2006-07-28,31.78,12.39,23.42,25.07,46.39
2006-07-31,31.7,12.33,23.48,25.12,46.35
2006-08-01,31.37,12.16,23.33,24.67,45.83
2006-08-02,31.68,12.47,23.55,24.85,46.33
2006-08-03,31.76,12.59,23.6,24.93,46.35
2006-08-04,31.71,12.4,23.5,24.66,46.16
2006-08-07,31.58,12.26,23.41,24.51,45.92
2006-08-08,31.55,12.2,23.49,24.28,45.71
2006-08-09,31.32,12.09,23.36,24.32,45.47
2006-08-10,31.66,12.18,23.47,24.5,45.74
2006-08-11,31.52,12.08,23.4,24.32,45.53
2006-08-14,31.59,12.18,23.39,24.5,45.64
2006-08-15,32.1,12.45,23.91,25.25,46.55
2006-08-16,32.32,12.61,24.25,25.82,47.18
2006-08-17,32.41,12.69,24.33,25.95,47.29
2006-08-18,32.42,12.7,24.35,25.91,47.36
2006-08-21,32.16,12.55,24.17,25.62,47.02
2006-08-22,32.18,12.56,24.22,25.58,47.0
2006-08-23,31.96,12.46,24.05,25.42,46.7
2006-08-24,32.01,12.45,24.07,25.51,46.73
2006-08-25,31.98,12.49,24.09,25.53,46.8
2006-08-28,32.25,12.63,24.29,25.76,47.1
2006-08-29,32.32,12.67,24.37,25.97,47.18
2006-08-30,32.37,12.8,24.55,26.24,47.35
2006-08-31,32.37,12.77,24.53,26.19,47.32
2006-09-01,32.63,12.85,24.62,26.2,47.51
2006-09-05,32.52,12.84,24.67,26.39,47.72
2006-09-06,32.24,12.56,24.31,25.81,47.12
2006-09-07,32.16,12.47,24.25,25.65,46.75
2006-09-08,32.32,12.56,24.29,25.81,47.02
2006-09-11,32.41,12.57,24.65,26.08,47.07
2006-09-12,32.8,12.73,25.11,26.74,47.72
2006-09-13,33.02,12.82,25.32,26.82,47.86
2006-09-14,32.9,12.79,25.26,26.9,47.75
2006-09-15,33.06,12.82,25.35,26.97,47.94
2006-09-18,33.0,12.62,25.28,27.01,48.21
2006-09-19,32.66,12.56,25.02,26.87,48.04
2006-09-20,32.75,12.68,25.26,27.2,48.52
2006-09-21,32.78,12.54,25.15,26.93,48.17
2006-09-22,32.7,12.45,25.2,26.79,47.96
2006-09-25,33.0,12.56,25.49,27.15,48.4
2006-09-26,33.28,12.7,25.56,27.28,48.82
2006-09-27,33.17,12.67,25.56,27.27,48.9
2006-09-28,33.05,12.77,25.54,27.34,49.04
2006-09-29,33.12,12.71,25.57,27.19,48.74
2006-10-02,32.91,12.59,25.36,26.97,48.49
2006-10-03,33.13,12.56,25.26,27.0,48.51
2006-10-04,33.42,12.69,25.59,27.37,49.15
2006-10-05,33.49,12.74,25.84,27.48,49.37
2006-10-06,33.68,12.68,25.75,27.48,49.1
2006-10-09,33.91,12.71,25.9,27.51,49.14
2006-10-10,33.97,12.71,25.89,27.54,49.23
2006-10-11,33.93,12.7,25.82,27.72,49.09
2006-10-12,34.34,12.77,26.11,28.1,49.74
2006-10-13,34.37,12.78,26.21,28.29,50.02
2006-10-16,34.42,12.94,26.27,28.43,50.21
2006-10-17,34.42,12.87,26.08,28.24,49.85
2006-10-18,34.57,12.94,26.02,27.99,49.82
2006-10-19,34.76,12.94,26.08,27.96,49.85
2006-10-20,34.82,12.91,26.24,27.94,49.72
2006-10-23,35.07,13.03,26.36,28.01,49.96
2006-10-24,35.23,13.07,26.3,27.7,49.79
2006-10-25,35.28,13.24,26.52,27.91,50.04
2006-10-26,35.83,13.35,27.07,28.12,50.3
2006-10-27,35.64,13.29,27.01,27.97,49.74
2006-10-30,35.72,13.42,27.02,28.25,49.89
2006-10-31,35.72,13.4,27.19,28.15,49.94
2006-11-01,35.34,13.39,26.72,27.89,49.59
2006-11-02,35.52,13.39,26.89,28.03,49.67
2006-11-03,35.4,13.36,26.89,28.07,49.67
2006-11-06,35.9,13.55,27.28,28.41,50.33
2006-11-07,35.86,13.61,27.29,28.45,50.43
2006-11-08,35.98,13.64,27.37,28.45,50.54
2006-11-09,35.88,13.6,27.33,28.38,50.03
2006-11-10,35.83,13.64,27.33,28.63,50.13
2006-11-13,35.9,13.73,27.58,28.89,50.36
2006-11-14,36.02,13.82,27.75,29.25,50.72
2006-11-15,36.02,13.86,27.98,29.26,51.1
2006-11-16,36.18,13.92,28.09,29.33,51.21
2006-11-17,36.21,13.95,28.07,29.24,51.13
2006-11-20,36.19,13.89,28.18,29.37,51.12
2006-11-21,36.34,13.93,28.44,29.4,51.51
2006-11-22,36.27,13.99,28.61,29.63,51.7
2006-11-24,36.13,13.96,28.49,29.61,51.58
2006-11-27,35.59,13.67,28.07,28.91,50.78
2006-11-28,35.72,13.7,28.07,29.04,50.72
2006-11-29,35.99,13.78,28.28,29.33,51.18
2006-11-30,35.96,13.86,28.42,29.72,51.2
2006-12-01,35.99,13.74,28.23,29.42,50.87
2006-12-04,36.37,13.9,28.56,29.81,51.35
2006-12-05,36.61,13.94,28.72,29.9,51.53
2006-12-06,36.51,13.84,28.92,29.86,51.49
2006-12-07,36.59,13.95,28.77,29.62,51.16
2006-12-08,36.85,13.97,28.75,29.64,51.28
2006-12-11,37.08,14.0,28.82,29.7,51.43
2006-12-12,37.08,14.01,28.63,29.52,51.2
2006-12-13,37.06,14.0,28.61,29.55,51.21
2006-12-14,37.25,14.06,28.81,29.75,51.69
2006-12-15,37.26,14.14,28.88,29.79,51.76
2006-12-18,37.25,14.03,28.79,29.51,51.3
2006-12-19,37.44,14.07,28.67,29.51,51.24
2006-12-20,37.33,14.06,28.67,29.63,51.21
2006-12-21,37.26,14.08,28.57,29.45,50.91
2006-12-22,37.22,13.99,28.42,29.25,50.59
2006-12-26,37.43,14.06,28.48,29.39,50.81
2006-12-27,37.61,14.19,28.77,29.56,51.17
2006-12-28,37.51,14.14,28.81,29.51,51.1
2006-12-29,37.32,14.1,28.83,29.4,50.86
2007-01-03,37.58,14.08,29.11,29.43,50.79
2007-01-04,37.8,14.23,29.24,29.91,51.06
2007-01-05,37.62,14.07,29.11,29.72,50.82
2007-01-08,37.83,14.05,29.24,29.81,50.87
2007-01-09,37.96,14.14,29.26,29.89,50.71
2007-01-10,38.23,14.16,29.52,30.16,50.8
2007-01-11,38.58,14.23,29.91,30.17,51.13
2007-01-12,38.81,14.23,30.18,30.09,51.61
2007-01-16,38.96,14.2,30.18,29.74,51.72
2007-01-17,38.89,14.29,29.95,29.71,51.67
2007-01-18,39.0,14.08,29.77,28.98,51.3
2007-01-19,38.85,14.12,29.94,28.96,51.58
2007-01-22,38.67,14.04,29.74,28.78,51.09
2007-01-23,38.74,14.14,29.81,28.78,51.27
2007-01-24,39.0,14.24,30.28,29.39,51.86
2007-01-25,38.36,13.96,30.04,29.13,51.38
2007-01-26,38.22,14.0,30.12,29.31,51.37
2007-01-29,38.31,14.01,29.98,29.33,51.48
2007-01-30,38.45,14.15,30.08,29.5,51.66
2007-01-31,38.62,14.24,30.22,29.54,51.96
2007-02-01,38.31,14.33,30.28,29.81,52.19
2007-02-02,38.44,14.38,30.42,29.89,52.29
2007-02-05,38.25,14.38,30.39,29.94,52.12
2007-02-06,38.26,14.32,30.41,29.91,52.18
2007-02-07,38.47,14.51,30.62,30.13,52.28
2007-02-08,38.36,14.51,30.67,30.14,52.25
2007-02-09,37.88,14.35,30.28,29.8,51.91
2007-02-12,37.52,14.34,29.94,29.65,51.72
2007-02-13,38.03,14.42,30.04,29.72,52.1
2007-02-14,38.18,14.68,30.4,30.17,52.73
2007-02-15,38.29,14.68,30.62,30.32,52.75
2007-02-16,38.49,14.65,30.73,30.34,52.79
2007-02-20,38.69,14.71,30.92,30.48,52.92
2007-02-21,38.71,14.67,30.91,30.48,52.83
2007-02-22,38.64,14.66,30.9,30.63,52.82
2007-02-23,38.46,14.65,30.69,30.75,52.8
2007-02-26,38.12,14.66,30.54,30.62,52.54
2007-02-27,36.6,14.21,29.44,29.59,50.79
2007-02-28,36.9,14.32,29.53,29.62,51.0
2007-03-01,36.69,14.26,29.41,29.37,50.83
2007-03-02,36.37,14.0,28.98,28.87,50.21
2007-03-05,36.1,13.86,28.44,28.63,49.75
2007-03-06,36.8,14.15,29.14,29.09,50.54
2007-03-07,36.64,13.98,29.11,29.02,50.54
2007-03-08,36.91,14.06,29.42,29.23,50.81
2007-03-09,36.93,14.0,29.44,29.36,50.92
2007-03-12,37.06,14.1,29.71,29.59,51.05
2007-03-13,36.4,13.8,29.18,29.13,50.08
2007-03-14,36.52,13.84,29.1,29.39,50.4
2007-03-15,36.52,13.91,29.22,29.51,50.4
2007-03-16,36.42,13.86,29.18,29.48,50.21
2007-03-19,36.87,13.93,29.54,29.59,50.73
2007-03-20,37.22,14.14,29.68,29.79,51.03
2007-03-21,37.74,14.37,30.24,30.29,51.95
2007-03-22,37.71,14.39,30.28,30.32,51.75
2007-03-23,37.53,14.46,30.29,30.31,51.72
2007-03-26,37.51,14.52,30.23,30.29,51.62
2007-03-27,37.32,14.51,29.98,30.2,51.32
2007-03-28,37.01,14.47,29.72,29.9,50.85
2007-03-29,37.1,14.42,29.86,29.81,50.95
2007-03-30,37.15,14.38,29.95,29.87,50.93
2007-04-02,37.26,15.01,30.02,29.9,50.96
2007-04-03,37.83,15.12,30.32,30.23,51.51
2007-04-04,37.78,15.12,30.32,30.4,51.74
2007-04-05,37.99,15.16,30.46,30.53,51.99
2007-04-09,38.05,15.13,30.52,30.53,52.01
2007-04-10,38.16,15.18,30.63,30.48,52.19
2007-04-11,38.03,15.08,30.54,30.24,51.93
2007-04-12,38.23,15.15,30.78,30.5,52.44
2007-04-13,38.44,15.16,30.98,30.56,52.6
2007-04-16,38.61,15.24,31.32,30.84,53.14
2007-04-17,38.58,15.22,31.4,30.82,53.21
2007-04-18,38.47,15.17,31.29,30.66,53.23
2007-04-19,38.22,15.17,31.17,30.57,53.16
2007-04-20,38.49,15.3,31.53,30.86,53.6
2007-04-23,38.44,15.31,31.4,30.84,53.47
2007-04-24,38.44,15.26,31.55,31.02,53.67
2007-04-25,38.76,15.24,31.84,31.16,54.24
2007-04-26,38.57,15.25,32.01,31.35,54.2
2007-04-27,38.26,15.37,31.85,31.48,54.01
2007-04-30,37.89,15.17,31.43,31.15,53.29
2007-05-01,37.84,15.24,31.46,31.12,53.48
2007-05-02,38.26,15.39,31.94,31.39,53.95
2007-05-03,38.34,15.6,32.01,31.54,54.12
2007-05-04,38.5,15.55,32.27,31.59,54.25
2007-05-07,38.73,15.52,32.33,31.62,54.37
2007-05-08,38.66,15.55,32.33,31.56,54.28
2007-05-09,38.53,15.65,32.59,31.64,54.5
2007-05-10,38.09,15.55,32.14,31.23,53.62
2007-05-11,38.47,15.66,32.53,31.59,54.18
2007-05-14,38.45,15.49,32.62,31.42,54.05
2007-05-15,38.3,15.42,32.62,31.14,53.86
2007-05-16,38.71,15.54,33.02,31.34,54.33
2007-05-17,38.57,15.51,32.93,31.32,54.21
2007-05-18,38.99,15.7,33.3,31.55,54.59
2007-05-21,39.23,15.8,33.41,31.9,54.65
2007-05-22,39.19,15.83,33.37,32.0,54.68
2007-05-23,39.19,15.81,33.47,31.89,54.78
2007-05-24,38.72,15.65,33.05,31.19,54.2
2007-05-25,39.07,15.81,33.29,31.59,54.61
2007-05-29,39.02,15.91,33.45,31.75,54.71
2007-05-30,39.38,16.15,33.86,31.93,55.26
2007-05-31,39.31,16.3,34.0,32.31,55.4
2007-06-01,39.53,16.36,34.14,32.39,55.74
2007-06-04,39.6,16.32,34.18,32.51,55.84
2007-06-05,39.45,16.28,34.15,32.46,55.6
2007-06-06,39.06,16.16,33.69,32.3,55.17
2007-06-07,38.46,15.82,33.16,31.79,54.09
2007-06-08,38.71,15.99,33.43,32.19,54.85
2007-06-11,38.77,15.99,33.45,32.11,54.83
2007-06-12,38.27,15.96,33.2,31.85,54.33
2007-06-13,38.78,16.23,33.41,32.13,55.2
2007-06-14,39.14,16.26,33.54,32.37,55.67
2007-06-15,39.4,16.42,33.94,32.53,56.05
2007-06-18,39.38,16.56,33.98,32.53,56.08
2007-06-19,39.58,16.57,33.98,32.62,56.13
2007-06-20,39.51,16.43,33.54,32.31,55.46
2007-06-21,39.45,16.44,33.68,32.58,55.98
2007-06-22,39.06,16.36,33.5,32.31,55.46
2007-06-25,39.04,16.19,33.27,32.07,55.19
2007-06-26,39.01,16.2,33.17,32.07,54.87
2007-06-27,39.23,16.36,33.46,32.51,55.31
2007-06-28,39.28,16.38,33.63,32.47,55.35
2007-06-29,39.26,16.42,33.69,32.38,55.34
2007-07-02,39.68,16.54,34.2,32.59,55.94
2007-07-03,39.67,16.48,34.38,32.73,56.04
2007-07-05,39.8,16.45,34.54,32.82,56.15
2007-07-06,39.85,16.56,34.89,33.01,56.41
2007-07-09,39.77,16.58,34.92,32.96,56.61
2007-07-10,39.12,16.48,34.58,32.73,55.96
2007-07-11,39.33,16.62,34.8,32.86,56.35
2007-07-12,39.62,17.01,35.4,33.45,57.32
2007-07-13,39.79,17.08,35.52,33.43,57.5
2007-07-16,39.79,17.03,35.56,33.35,57.36
2007-07-17,40.06,16.99,35.67,33.66,57.45
2007-07-18,40.11,16.9,35.6,33.44,57.35
2007-07-19,40.19,17.01,35.98,33.84,57.71
2007-07-20,39.65,16.8,35.63,33.52,57.1
2007-07-23,39.86,16.85,35.88,33.57,57.2
2007-07-24,39.42,16.48,35.25,33.13,56.3
2007-07-25,39.51,16.48,35.23,33.16,56.46
2007-07-26,38.33,16.12,34.29,32.77,55.25
2007-07-27,37.83,15.91,33.97,32.27,54.39
2007-07-30,38.09,16.21,34.45,32.6,55.01
2007-07-31,37.43,15.99,34.16,32.08,54.43
2007-08-01,37.16,15.75,33.89,32.19,54.5
2007-08-02,37.26,15.74,34.34,32.54,54.76
2007-08-03,36.61,15.22,33.27,31.43,53.59
2007-08-06,36.86,15.46,33.47,31.61,54.45
2007-08-07,37.0,15.68,33.78,31.75,54.7
2007-08-08,37.35,15.81,33.95,32.15,55.47
2007-08-09,36.43,15.5,33.17,31.38,54.38
2007-08-10,36.42,15.37,32.81,31.8,54.22
2007-08-13,36.63,15.32,33.03,32.13,54.37
2007-08-14,35.81,15.04,32.37,31.58,53.48
2007-08-15,35.38,14.8,31.5,31.16,52.43
2007-08-16,35.09,14.74,31.03,30.87,52.18
2007-08-17,35.57,15.01,32.07,31.4,53.1
2007-08-20,35.44,14.97,32.09,31.54,53.21
2007-08-21,35.68,15.02,32.1,31.88,53.36
2007-08-22,36.21,15.17,32.75,32.33,54.04
2007-08-23,36.21,15.11,32.67,32.37,54.01
2007-08-24,36.62,15.11,33.27,32.78,54.78
2007-08-27,36.55,14.99,33.35,32.65,54.42
2007-08-28,35.57,14.65,32.59,31.97,53.21
2007-08-29,36.39,14.91,33.18,32.77,54.46
2007-08-30,36.21,14.84,33.09,32.72,54.28
2007-08-31,36.7,15.0,33.64,33.11,54.93
2007-09-04,37.13,15.24,34.29,33.53,55.7
2007-09-05,36.63,15.04,34.06,33.4,55.26
2007-09-06,36.9,15.05,34.0,33.45,55.62
2007-09-07,36.29,14.74,33.52,32.89,54.67
2007-09-10,36.13,14.64,33.39,32.78,54.53
2007-09-11,36.36,14.81,33.93,33.21,55.37
2007-09-12,36.28,14.9,33.77,33.02,55.33
2007-09-13,36.42,14.98,33.91,33.05,55.56
2007-09-14,36.27,15.01,34.02,32.91,55.5
2007-09-17,35.93,14.84,33.88,32.77,55.2
2007-09-18,36.91,15.24,34.78,33.53,56.66
2007-09-19,36.9,15.45,34.96,33.64,56.96
2007-09-20,36.54,15.36,35.05,33.6,56.77
2007-09-21,36.72,15.36,35.11,33.75,57.12
2007-09-24,36.41,15.25,35.07,33.66,56.87
2007-09-25,36.48,15.3,35.15,34.07,56.86
2007-09-26,36.77,15.34,35.42,34.21,57.14
2007-09-27,36.9,15.5,35.89,34.34,57.34
2007-09-28,36.96,15.55,35.82,34.31,57.4
2007-10-01,37.42,15.88,36.24,34.62,58.24
2007-10-02,37.33,15.92,36.25,34.73,58.15
2007-10-03,37.33,16.11,36.2,34.57,57.66
2007-10-04,37.53,16.21,36.28,34.58,57.77
2007-10-05,38.21,16.37,36.54,34.99,58.44
2007-10-08,38.13,16.33,36.44,35.2,58.32
2007-10-09,38.39,16.5,36.91,35.45,58.95
2007-10-10,38.38,16.61,36.96,35.57,59.1
2007-10-11,38.12,16.37,36.87,35.19,58.72
2007-10-12,38.37,16.57,37.23,35.59,59.2
2007-10-15,37.98,16.29,36.93,35.35,58.87
2007-10-16,37.89,16.12,36.55,35.05,58.42
2007-10-17,37.93,16.21,36.81,35.38,58.56
2007-10-18,37.76,16.12,36.71,35.47,58.66
2007-10-19,36.82,15.86,36.04,34.69,57.24
2007-10-22,37.13,15.92,36.17,34.95,57.42
2007-10-23,37.34,16.06,36.77,35.41,57.88
2007-10-24,37.37,15.97,36.52,35.03,57.57
2007-10-25,36.36,15.94,36.55,34.39,57.4
2007-10-26,36.76,15.98,37.04,34.96,58.04
2007-10-29,36.75,16.04,37.37,35.24,58.37
2007-10-30,36.55,16.07,37.19,35.12,58.13
2007-10-31,36.94,16.33,37.44,35.6,58.94
2007-11-01,36.2,15.97,36.2,35.11,57.74
2007-11-02,36.15,16.13,36.79,35.28,58.09
2007-11-05,36.0,15.97,36.63,35.06,57.72
2007-11-06,36.57,15.9,36.96,35.17,58.38
2007-11-07,35.67,15.64,36.12,34.54,57.08
2007-11-08,35.48,15.44,35.57,33.76,56.83
2007-11-09,34.71,15.3,33.88,32.95,55.81
2007-11-12,33.94,15.31,33.07,32.47,54.81
2007-11-13,35.02,15.65,34.26,33.42,56.22
2007-11-14,34.25,15.43,34.25,33.25,55.88
2007-11-15,34.21,15.35,34.13,32.95,55.3
2007-11-16,34.43,15.4,34.5,33.27,55.58
2007-11-19,33.85,15.04,33.81,32.83,54.61
2007-11-20,33.92,14.93,33.72,32.65,54.84
2007-11-21,33.42,14.75,33.23,32.28,54.02
2007-11-23,33.84,14.94,33.68,32.55,55.02
2007-11-26,33.17,14.59,33.27,32.09,54.01
2007-11-27,33.64,14.75,33.61,32.52,54.82
2007-11-28,34.64,15.22,34.7,33.48,56.41
2007-11-29,34.78,15.15,34.68,33.53,56.47
2007-11-30,35.18,15.14,35.02,33.38,56.84
2007-12-03,35.14,15.16,34.79,33.02,56.7
2007-12-04,34.72,14.99,34.58,32.99,56.51
2007-12-05,34.33,15.29,34.93,33.72,57.48
2007-12-06,34.81,15.4,35.16,34.2,58.21
2007-12-07,34.87,15.48,35.35,34.36,58.12
2007-12-10,34.79,15.77,35.46,34.47,58.55
2007-12-11,34.1,15.44,34.7,33.88,57.09
2007-12-12,34.2,15.5,34.72,34.22,57.57
2007-12-13,34.24,15.52,34.39,34.08,57.0
2007-12-14,34.0,15.26,34.04,33.76,56.27
2007-12-17,33.54,15.0,33.21,33.07,55.29
2007-12-18,33.73,15.16,33.67,33.15,55.6
2007-12-19,33.57,15.26,33.99,33.25,55.5
2007-12-20,33.76,15.55,34.53,33.65,56.2
2007-12-21,34.27,15.89,35.14,34.07,56.95
2007-12-24,34.45,16.0,35.31,34.3,57.41
2007-12-26,34.47,16.09,35.53,34.38,57.7
2007-12-27,34.03,15.74,35.03,33.87,57.04
2007-12-28,33.99,15.82,35.11,33.92,57.01
2007-12-31,33.85,15.71,35.16,33.78,56.64
2008-01-02,33.19,15.32,34.56,33.07,55.98
2008-01-03,33.07,15.19,34.29,32.91,56.09
2008-01-04,32.2,14.65,33.32,31.68,54.51
2008-01-07,32.06,14.61,32.98,31.32,54.7
2008-01-08,31.53,14.29,32.73,30.6,53.95
2008-01-09,31.72,14.32,32.85,30.9,54.65
2008-01-10,31.97,14.4,33.1,30.91,55.08
2008-01-11,31.69,13.94,32.41,30.42,54.4
2008-01-14,32.02,14.03,32.6,31.03,55.25
2008-01-15,31.42,13.62,31.81,30.35,54.03
2008-01-16,31.59,13.62,31.38,30.3,53.39
2008-01-17,30.68,13.41,30.79,29.47,51.97
2008-01-18,30.52,13.39,30.41,29.52,51.97
2008-01-22,30.1,13.2,29.56,28.72,51.23
2008-01-23,30.46,13.44,29.36,28.97,51.92
2008-01-24,31.04,13.59,30.37,30.26,52.61
2008-01-25,30.53,13.54,30.03,29.7,52.25
2008-01-28,31.1,13.63,30.23,29.95,53.09
2008-01-29,31.2,13.76,30.61,30.09,53.44
2008-01-30,31.12,13.74,30.28,30.01,53.17
2008-01-31,31.6,14.18,30.81,29.82,53.88
2008-02-01,32.3,14.54,31.57,30.78,54.49
2008-02-04,32.11,14.39,31.39,30.69,54.1
2008-02-05,31.38,14.06,30.38,29.66,52.54
2008-02-06,31.52,13.88,30.1,29.05,52.15
2008-02-07,31.59,13.87,30.15,29.16,52.41
2008-02-08,31.61,14.04,30.29,29.53,52.46
2008-02-11,31.59,14.13,30.58,29.89,53.0
