,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
53,PTRIX,Barclays US Agg Bond TR USD,65.56,0.69,1.63,6.15,USD,15,2.99,6.22,1.38,2.49
54,VTMGX,MSCI ACWI Ex USA NR USD,96.8,0.98,-0.66,1.49,USD,15,17.93,3.42,0.17,0.23
55,SRINX,Barclays US Agg Bond TR USD,44.41,1.03,0.94,4.58,USD,15,5.32,6.67,0.86,1.38
56,FKITX,Barclays Municipal TR USD,95.62,0.99,-0.65,2.81,USD,15,4.44,4.76,0.62,0.95
57,RPBAX,Morningstar Moderate Target Risk,97.02,1.08,-0.54,3.76,USD,15,10.42,6.04,0.43,0.61
58,FSAZX,Barclays Municipal TR USD,98.66,1.07,-0.5,3.0,USD,15,4.7,5.17,0.68,1.02
59,FASFX,Barclays US Agg Bond TR USD,47.15,0.31,0.03,3.76,USD,15,1.62,3.14,0.73,1.14
60,FFFEX,Morningstar Moderate Target Risk,94.31,1.43,-3.38,1.6,USD,15,13.94,4.26,0.23,0.31
61,MDILX,MSCI ACWI Ex USA NR USD,95.79,0.98,-2.03,0.04,USD,15,18.14,2.0,0.09,0.13
62,PRESX,MSCI ACWI Ex USA NR USD,91.05,1.04,1.13,3.08,USD,15,19.8,5.19,0.26,0.37
63,PGOVX,Barclays US Agg Bond TR USD,78.77,2.6,-2.65,2.52,USD,15,10.24,8.52,0.66,1.12
64,FADAX,S&P 500 TR USD,91.67,1.13,-2.9,17.91,USD,15,17.96,5.4,0.28,0.39
65,OICAX,Morningstar Moderate Target Risk,92.38,0.53,0.61,5.7,USD,15,5.21,5.0,0.58,0.87
66,FRCIX,Barclays Municipal TR USD,93.85,1.13,-0.52,3.0,USD,15,5.13,5.36,0.66,0.99
67,FKCIX,Barclays Municipal TR USD,93.92,0.95,-0.59,2.84,USD,15,4.29,4.67,0.63,0.96
68,VHGEX,MSCI ACWI Ex USA NR USD,90.8,0.91,3.71,6.48,USD,15,17.24,7.86,0.41,0.58
69,VMATX,Barclays Municipal TR USD,97.19,1.07,-0.43,3.07,USD,15,4.78,5.25,0.69,1.02
70,FRSGX,S&P 500 TR USD,72.98,1.17,-6.01,14.77,USD,15,23.26,5.28,0.25,0.37
71,MAPCX,MSCI ACWI Ex USA NR USD,81.36,0.9,0.53,2.66,USD,15,17.99,4.36,0.22,0.32
72,PRSIX,Morningstar Moderate Target Risk,95.58,0.82,0.89,5.53,USD,15,7.9,6.49,0.59,0.87
73,SLMCX,MSCI ACWI NR USD,60.64,1.19,2.14,2.51,USD,15,24.99,4.95,0.24,0.34
74,FSCPX,MSCI ACWI NR USD,69.88,0.84,2.57,4.89,USD,15,16.5,6.09,0.32,0.47
75,VWELX,Morningstar Moderate Target Risk,87.88,0.96,1.72,6.19,USD,15,9.71,7.9,0.63,0.93
76,MASPX,S&P 500 TR USD,74.44,1.31,-7.38,14.27,USD,15,20.51,9.83,0.47,0.67
77,FBSOX,MSCI ACWI NR USD,71.98,0.99,6.47,8.39,USD,15,19.13,10.27,0.51,0.74
78,FDSSX,S&P 500 TR USD,91.17,1.06,-1.4,19.33,USD,15,16.11,4.7,0.24,0.34
79,FGBLX,Morningstar Moderate Target Risk,89.61,1.11,-0.5,3.75,USD,15,11.15,6.14,0.42,0.61
80,FKUSX,Barclays US Agg Bond TR USD,79.92,0.68,0.39,4.28,USD,15,2.66,4.86,1.07,1.87
81,NFEAX,S&P 500 TR USD,69.15,1.02,-1.38,19.08,USD,15,17.63,4.81,0.24,0.35
82,FUGAX,MSCI ACWI NR USD,48.6,0.7,0.8,2.54,USD,15,16.38,3.74,0.19,0.24
83,MEURX,MSCI ACWI Ex USA NR USD,71.03,0.62,5.77,12.28,USD,15,13.36,9.58,0.61,0.92
84,PSDIX,Barclays Municipal TR USD,21.72,0.3,-1.39,-1.26,USD,15,2.89,1.58,-0.12,-0.14
85,FFTYX,S&P 500 TR USD,72.75,1.04,-1.87,18.60,USD,15,17.8,5.8,0.3,0.41
86,FAMRX,Morningstar Moderate Target Risk,83.45,1.7,-3.27,1.82,USD,15,17.63,5.06,0.26,0.36
87,SEMAX,Barclays Municipal TR USD,93.95,0.93,-0.72,2.68,USD,15,4.2,4.46,0.59,0.9
88,FNMIX,Barclays US Agg Bond TR USD,18.17,1.29,4.53,7.09,USD,15,10.57,11.11,0.87,1.26
89,NIVLX,MSCI ACWI Ex USA NR USD,85.15,0.92,1.78,4.08,USD,15,18.12,5.73,0.29,0.42
90,PRSGX,S&P 500 TR USD,88.36,1.07,-4.23,16.20,USD,15,16.7,6.53,0.35,0.49
91,MBDVX,S&P 500 TR USD,91.39,0.86,-2.91,16.75,USD,15,13.24,6.97,0.43,0.62
92,PRULX,Barclays US Agg Bond TR USD,68.16,2.39,-2.92,2.29,USD,15,10.14,7.44,0.57,0.96
93,MACPX,Morningstar Moderate Target Risk,90.18,1.06,-1.05,3.2,USD,15,10.6,5.37,0.36,0.5
94,FLMVX,S&P 500 TR USD,86.39,0.9,2.99,24.61,USD,15,14.54,12.92,0.78,1.16
95,PRMTX,MSCI ACWI NR USD,74.88,1.23,7.02,7.19,USD,15,23.22,10.78,0.48,0.7
96,FACDX,MSCI ACWI NR USD,43.92,0.58,6.94,14.23,USD,15,14.31,10.22,0.62,0.92
97,RPIBX,Barclays US Agg Bond TR USD,32.64,1.41,-2.22,1.85,USD,15,8.59,4.57,0.33,0.51
98,FRKYX,Barclays Municipal TR USD,95.21,1.04,-0.64,2.84,USD,15,4.68,4.93,0.63,0.92
99,FNARX,MSCI ACWI NR USD,56.44,1.11,6.57,6.8,USD,15,24.39,9.54,0.42,0.62
100,SRHMX,Barclays Municipal TR USD,60.5,1.06,-0.51,2.92,USD,15,5.96,5.06,0.53,0.73
101,PRGIX,S&P 500 TR USD,95.8,0.99,-0.46,20.28,USD,15,14.99,5.87,0.33,0.46
102,FIGRX,MSCI ACWI Ex USA NR USD,94.75,0.98,1.23,3.45,USD,15,18.26,5.36,0.27,0.38
103,PRIDX,MSCI ACWI Ex USA NR USD,81.07,1.02,4.02,5.92,USD,15,20.48,8.01,0.38,0.56
104,MALMX,Barclays Municipal TR USD,50.2,0.16,-0.13,2.7,USD,15,0.98,2.39,0.43,0.68
105,JPIEX,S&P 500 TR USD,97.47,1.04,0.34,21.30,USD,15,15.74,4.68,0.25,0.34
106,VQNPX,S&P 500 TR USD,99.2,1.02,0.24,21.16,USD,15,15.56,4.48,0.23,0.32
107,MAWIX,Barclays US Agg Bond TR USD,14.65,0.84,1.39,5.13,USD,15,7.63,6.26,0.58,0.87
108,PRDGX,S&P 500 TR USD,96.44,0.92,0.18,20.96,USD,15,13.69,6.47,0.38,0.54
109,FSTCX,MSCI ACWI NR USD,57.36,1.08,-2.43,-1.55,USD,15,23.44,0.29,0.05,0.06
110,VPAIX,Barclays Municipal TR USD,98.08,1.04,-0.28,3.21,USD,15,4.6,5.29,0.72,1.09
111,AIBAX,Barclays US Agg Bond TR USD,85.87,0.6,-0.42,2.95,USD,15,2.29,3.73,0.77,1.21
112,FDMMX,Barclays Municipal TR USD,98.69,1.02,-0.21,3.28,USD,15,4.52,5.32,0.74,1.11
113,VNJTX,Barclays Municipal TR USD,97.81,1.08,-0.47,3.03,USD,15,4.78,5.23,0.68,1.02
114,VASIX,Morningstar Moderate Target Risk,78.95,0.42,1.19,7.41,USD,15,4.52,5.12,0.69,1.02
115,AMRMX,S&P 500 TR USD,88.51,0.78,2.01,23.49,USD,15,12.14,7.37,0.49,0.69
116,FFNOX,Morningstar Moderate Target Risk,96.86,1.41,-2.79,2.04,USD,15,13.58,4.85,0.27,0.38
117,STLCX,Morningstar Moderate Target Risk,97.22,1.09,-2.58,1.8,USD,15,10.48,3.93,0.23,0.32
118,ONJAX,Barclays Municipal TR USD,54.97,1.6,-1.99,2.02,USD,15,9.5,5.2,0.38,0.54
119,SPHIX,Barclays US Agg Bond TR USD,2.5,0.45,2.59,8.63,USD,15,9.8,5.83,0.42,0.59
120,PREIX,S&P 500 TR USD,100.0,1.0,-0.28,20.54,USD,15,15.31,4.4,0.23,0.32
121,FAHIX,Barclays Municipal TR USD,98.2,1.05,-0.33,3.16,USD,15,4.66,5.3,0.71,1.06
122,PSGIX,S&P 500 TR USD,75.6,1.53,-12.39,11.39,USD,15,25.21,4.78,0.23,0.35
123,COSIX,Barclays US Agg Bond TR USD,27.76,0.83,1.31,5.21,USD,15,5.45,6.31,0.78,1.2
124,FSDCX,MSCI ACWI NR USD,59.58,1.44,-1.61,-1.09,USD,15,30.49,0.41,0.1,0.15
125,GANYX,Barclays Municipal TR USD,95.06,0.96,-0.8,2.62,USD,15,4.31,4.47,0.58,0.88
126,FSCHX,MSCI ACWI NR USD,67.44,1.02,9.42,11.19,USD,15,20.41,13.4,0.62,0.99
127,CGRWX,S&P 500 TR USD,93.43,1.01,-2.93,17.44,USD,15,16.22,6.27,0.34,0.47
128,AMCPX,S&P 500 TR USD,86.77,0.97,0.79,21.72,USD,15,15.01,7.16,0.41,0.59
129,FKRCX,MSCI ACWI NR USD,18.94,0.9,7.22,5.0,USD,15,33.91,6.46,0.3,0.45
130,BFMCX,Barclays US Agg Bond TR USD,70.5,0.96,-0.05,3.61,USD,15,3.97,5.42,0.86,1.34
131,TEEMX,MSCI ACWI Ex USA NR USD,84.35,1.13,3.58,4.94,USD,15,22.28,7.55,0.35,0.51
132,FMINX,Barclays Municipal TR USD,96.74,0.94,-0.25,3.22,USD,15,4.17,4.98,0.72,1.07
133,PGSGX,S&P 500 TR USD,56.04,1.23,-6.84,14.07,USD,15,21.47,8.15,0.38,0.56
134,PRLAX,MSCI ACWI Ex USA NR USD,74.94,1.37,7.94,6.95,USD,15,28.62,11.47,0.46,0.69
135,FRESX,MSCI ACWI NR USD,40.42,0.89,10.04,12.28,USD,15,22.99,12.9,0.56,0.81
136,NNIBX,Barclays Municipal TR USD,95.56,0.84,-0.7,2.64,USD,15,3.78,4.2,0.59,0.9
137,FADTX,MSCI ACWI NR USD,64.49,1.48,-0.18,0.03,USD,15,30.29,2.01,0.15,0.22
138,FMSFX,Barclays US Agg Bond TR USD,73.2,0.65,0.63,4.7,USD,15,2.61,5.01,1.12,1.92
139,PHIYX,Barclays US Agg Bond TR USD,7.42,0.69,2.75,7.36,USD,15,8.75,7.02,0.59,0.85
140,HLGFX,Barclays US Agg Bond TR USD,2.47,0.12,1.24,13.96,USD,15,2.65,3.65,0.62,0.88
141,VSNGX,S&P 500 TR USD,83.34,1.07,-0.57,20.22,USD,15,16.5,9.83,0.53,0.79
142,QVSCX,S&P 500 TR USD,76.93,1.07,-4.14,16.24,USD,15,18.92,10.26,0.51,0.72
143,PMBIX,Barclays US Agg Bond TR USD,82.12,1.03,0.54,4.23,USD,15,3.97,6.31,1.07,1.85
144,VSCGX,Morningstar Moderate Target Risk,95.93,0.75,-0.17,4.17,USD,15,7.27,5.11,0.45,0.64
145,UMEMX,MSCI ACWI Ex USA NR USD,76.9,1.21,5.46,6.01,USD,15,24.97,9.23,0.4,0.6
146,PRJPX,MSCI ACWI Ex USA NR USD,48.53,0.7,-4.68,-5.24,USD,15,18.09,-1.7,-0.11,-0.15
147,FGIRX,S&P 500 TR USD,95.95,1.0,0.29,21.18,USD,15,15.4,4.23,0.22,0.3
148,BGPAX,Barclays US Agg Bond TR USD,71.03,0.7,0.87,4.98,USD,15,2.89,5.43,1.17,2.18
149,AMHIX,Barclays Municipal TR USD,62.88,0.98,-0.16,3.27,USD,15,5.39,5.17,0.6,0.85
150,FAGNX,MSCI ACWI NR USD,55.5,1.1,5.79,6.09,USD,15,24.32,8.67,0.39,0.56
151,OPNYX,Barclays Municipal TR USD,65.19,1.64,-2.25,1.92,USD,15,8.93,5.11,0.38,0.55
152,VFSTX,Barclays US Agg Bond TR USD,42.98,0.45,0.64,5.13,USD,15,2.4,4.27,0.94,1.48
153,VWUSX,S&P 500 TR USD,82.49,1.16,-2.12,18.77,USD,15,19.48,0.46,0.02,0.03
154,VSGBX,Barclays US Agg Bond TR USD,76.3,0.46,0.34,4.45,USD,15,1.91,4.0,1.09,2.09
155,FEAAX,MSCI ACWI Ex USA NR USD,75.83,1.08,4.03,5.46,USD,15,22.31,7.84,0.36,0.54
156,PRGMX,Barclays US Agg Bond TR USD,82.16,0.7,0.56,4.52,USD,15,2.71,5.13,1.15,2.01
157,NAESX,S&P 500 TR USD,78.62,1.18,-4.02,16.86,USD,15,20.4,9.02,0.43,0.64
158,SHGTX,MSCI ACWI NR USD,66.2,1.22,0.24,1.0,USD,15,24.52,3.18,0.17,0.24
159,FDSCX,S&P 500 TR USD,73.6,1.19,-7.7,13.26,USD,15,19.61,7.33,0.36,0.52
160,ONGAX,Morningstar Moderate Target Risk,95.2,1.46,-2.33,2.41,USD,15,14.18,5.48,0.31,0.43
161,NMSAX,S&P 500 TR USD,71.07,1.17,-4.45,16.30,USD,15,19.27,9.48,0.47,0.69
162,FSELX,MSCI ACWI NR USD,55.49,1.53,1.36,0.4,USD,15,33.74,2.58,0.19,0.27
163,FPBFX,MSCI ACWI Ex USA NR USD,82.66,1.08,0.98,2.64,USD,15,21.34,4.8,0.24,0.33
164,ABNDX,Barclays US Agg Bond TR USD,50.01,0.88,-0.31,3.27,USD,15,4.32,4.84,0.66,0.97
165,PIGLX,Barclays US Agg Bond TR USD,46.08,1.49,-0.76,3.04,USD,15,7.62,6.49,0.6,0.99
166,VWITX,Barclays Municipal TR USD,96.69,0.89,-0.3,3.15,USD,15,3.96,4.77,0.7,1.07
167,FSENX,MSCI ACWI NR USD,51.47,1.07,6.46,6.81,USD,15,24.48,9.24,0.41,0.6
168,VISVX,S&P 500 TR USD,80.52,1.18,-3.06,17.83,USD,15,19.24,10.6,0.52,0.75
169,VASVX,S&P 500 TR USD,83.52,0.98,0.02,20.76,USD,15,16.24,11.22,0.62,0.92
170,PMEGX,S&P 500 TR USD,74.67,1.05,-0.86,19.80,USD,15,18.7,10.56,0.53,0.78
171,FHAIX,Barclays US Agg Bond TR USD,4.02,0.56,3.26,8.95,USD,15,9.7,6.99,0.54,0.78
172,MANKX,Barclays Municipal TR USD,86.33,1.12,-0.61,2.9,USD,15,5.27,5.2,0.62,0.92
173,FAGIX,Barclays US Agg Bond TR USD,1.2,0.37,4.88,15.44,USD,15,11.84,7.74,0.52,0.76
174,FDESX,S&P 500 TR USD,93.84,1.06,-0.07,20.83,USD,15,17.63,3.11,0.15,0.21
175,PLDTX,Barclays US Agg Bond TR USD,43.7,0.46,0.34,4.42,USD,15,2.47,4.01,0.82,1.28
176,PRPIX,Barclays US Agg Bond TR USD,58.39,1.27,-0.06,3.59,USD,15,5.76,6.52,0.78,1.16
177,FASPX,S&P 500 TR USD,79.04,1.02,-0.96,19.65,USD,15,23.12,8.41,0.38,0.55
178,VBIIX,Barclays US Agg Bond TR USD,95.63,1.48,-0.9,3.04,USD,15,5.3,6.48,0.84,1.39
179,VGSTX,Morningstar Moderate Target Risk,96.16,1.05,0.47,4.76,USD,15,10.12,6.96,0.52,0.76
180,MAMTX,Barclays Municipal TR USD,92.86,1.02,-0.41,3.07,USD,15,4.65,5.11,0.67,1.06
181,FSLCX,S&P 500 TR USD,78.73,1.18,-7.81,13.16,USD,15,20.92,9.05,0.43,0.63
182,ODMAX,MSCI ACWI Ex USA NR USD,81.85,1.12,9.44,10.69,USD,15,22.41,13.93,0.61,0.94
183,FRVLX,S&P 500 TR USD,65.04,1.21,-7.18,13.79,USD,15,19.8,10.77,0.52,0.77
184,VHCOX,S&P 500 TR USD,69.49,1.01,4.26,25.78,USD,15,20.38,10.16,0.48,0.73
185,VBMFX,Barclays US Agg Bond TR USD,98.66,1.0,-0.22,3.46,USD,15,3.51,5.41,0.96,1.62
186,VCAIX,Barclays Municipal TR USD,95.42,0.95,-0.45,3.0,USD,15,4.27,4.83,0.66,1.02
187,ACTWX,S&P 500 TR USD,68.9,1.14,-5.75,14.84,USD,15,18.84,8.99,0.45,0.65
188,VINTX,Barclays Municipal TR USD,92.02,0.84,-0.61,2.74,USD,15,3.85,4.27,0.6,0.92
189,VTSMX,S&P 500 TR USD,98.66,1.03,-0.83,19.95,USD,15,15.82,5.26,0.28,0.39
190,TAFTX,Barclays Municipal TR USD,88.33,1.12,-0.64,2.88,USD,15,5.23,5.21,0.62,0.94
191,NGAMX,Barclays Municipal TR USD,94.67,0.84,-0.62,2.73,USD,15,3.78,4.27,0.6,0.91
192,VDIGX,S&P 500 TR USD,91.58,0.87,0.3,21.04,USD,15,13.0,6.4,0.39,0.55
193,GEQAX,S&P 500 TR USD,88.2,0.86,0.04,20.68,USD,15,14.24,8.39,0.5,0.74
194,FSTGX,Barclays US Agg Bond TR USD,82.58,0.78,-0.19,3.43,USD,15,3.06,4.66,0.88,1.5
195,FMHTX,Barclays Municipal TR USD,96.67,0.92,-0.05,3.44,USD,15,4.12,5.15,0.76,1.15
196,FSIIX,MSCI ACWI Ex USA NR USD,96.91,0.98,-0.78,1.36,USD,15,17.94,3.3,0.16,0.22
197,FFXSX,Barclays US Agg Bond TR USD,72.84,0.5,0.09,3.86,USD,15,2.11,3.89,0.93,1.63
198,FDCPX,MSCI ACWI NR USD,59.52,1.4,0.49,0.39,USD,15,29.82,2.52,0.17,0.24
199,FLCSX,S&P 500 TR USD,92.8,1.1,0.51,21.53,USD,15,17.83,4.18,0.21,0.29
200,FRBSX,S&P 500 TR USD,77.94,1.1,-5.36,15.07,USD,15,16.26,9.41,0.52,0.72
201,OPITX,Barclays Municipal TR USD,62.05,0.79,-0.0,3.46,USD,15,4.37,4.7,0.62,0.92
202,VGENX,MSCI ACWI NR USD,52.42,0.98,8.78,10.39,USD,15,22.17,12.1,0.54,0.84
203,FRFLX,Barclays Municipal TR USD,94.88,0.98,-0.45,3.02,USD,15,4.42,4.93,0.67,0.97
204,PCIMX,Barclays Municipal TR USD,83.43,0.82,-0.68,2.62,USD,15,3.93,4.11,0.55,0.84
205,FUSEX,S&P 500 TR USD,100.0,1.0,-0.09,20.76,USD,15,15.33,4.57,0.24,0.33
206,CREEX,MSCI ACWI NR USD,41.3,0.83,8.52,11.4,USD,15,21.21,11.43,0.53,0.75
207,VUSTX,Barclays US Agg Bond TR USD,69.7,2.51,-2.94,2.34,USD,15,10.54,7.85,0.59,0.98
208,FREEX,MSCI ACWI NR USD,41.99,0.85,7.07,9.29,USD,15,21.42,9.82,0.46,0.63
209,FDVLX,S&P 500 TR USD,85.87,1.1,-0.03,20.88,USD,15,19.13,9.83,0.49,0.7
210,BFRAX,Barclays US Agg Bond TR USD,0.01,0.02,2.13,111.95,USD,15,6.24,4.02,0.35,0.44
211,PRGSX,MSCI ACWI Ex USA NR USD,89.03,1.01,0.92,2.86,USD,15,19.36,4.86,0.24,0.33
212,FKCGX,S&P 500 TR USD,74.06,1.15,-6.38,14.32,USD,15,21.15,5.02,0.24,0.36
213,SMGIX,S&P 500 TR USD,96.37,1.05,0.32,21.28,USD,15,15.43,6.66,0.37,0.53
214,IUTIX,Barclays US Agg Bond TR USD,79.69,1.15,-1.07,2.69,USD,15,4.53,5.05,0.68,1.11
215,PRTNX,Barclays US Agg Bond TR USD,56.72,1.47,-0.75,3.07,USD,15,6.85,6.49,0.67,1.0
216,VWAHX,Barclays Municipal TR USD,89.37,1.07,-0.21,3.27,USD,15,4.97,5.48,0.7,1.07
217,FRSTX,Barclays US Agg Bond TR USD,16.09,0.72,2.33,6.84,USD,15,6.25,6.92,0.78,1.18
218,AEPGX,MSCI ACWI Ex USA NR USD,95.87,0.92,1.38,3.85,USD,15,16.92,5.5,0.29,0.41
219,PFMIX,Barclays Municipal TR USD,74.16,1.1,-1.12,2.39,USD,15,5.61,4.59,0.48,0.67
220,PRFEX,MSCI ACWI Ex USA NR USD,96.5,1.05,-1.09,0.97,USD,15,19.33,2.99,0.15,0.21
221,PRWAX,S&P 500 TR USD,74.05,1.02,-1.18,19.35,USD,15,18.22,5.41,0.27,0.38
222,FJSCX,MSCI ACWI Ex USA NR USD,35.56,0.75,-2.35,-2.75,USD,15,22.72,-0.1,0.02,0.03
223,PTLDX,Barclays US Agg Bond TR USD,38.19,0.5,0.71,5.13,USD,15,2.8,4.51,0.89,1.47
224,SSGRX,MSCI ACWI NR USD,40.99,1.22,12.14,9.85,USD,15,31.32,13.97,0.52,0.8
225,FTQGX,S&P 500 TR USD,71.98,1.07,-2.29,18.21,USD,15,17.17,4.95,0.25,0.36
226,VEXPX,S&P 500 TR USD,73.91,1.2,-5.08,15.86,USD,15,20.94,8.62,0.41,0.62
227,TRSGX,Morningstar Moderate Target Risk,95.9,1.42,-0.92,3.44,USD,15,13.8,6.86,0.41,0.58
228,IGBFX,Barclays US Agg Bond TR USD,44.03,1.2,-1.56,2.23,USD,15,6.31,4.65,0.44,0.69
229,FBIOX,MSCI ACWI NR USD,20.05,0.77,9.99,11.92,USD,15,28.16,11.12,0.44,0.72
230,PLDIX,Barclays US Agg Bond TR USD,29.35,0.47,0.65,5.05,USD,15,3.03,4.34,0.77,1.17
231,UBVLX,S&P 500 TR USD,79.07,1.17,-2.23,18.63,USD,15,21.74,11.71,0.53,0.81
232,QVOPX,Morningstar Moderate Target Risk,61.04,0.72,-1.72,1.74,USD,15,8.8,3.22,0.18,0.25
