,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
701,FSHCX,MSCI ACWI NR USD,52.63,0.81,6.29,12.67,USD,10,18.51,11.83,0.62,0.86
702,FFFCX,Morningstar Moderate Target Risk,97.7,0.95,-1.07,4.21,USD,10,9.25,5.51,0.46,0.65
703,COLTX,Barclays Municipal TR USD,96.2,1.21,-0.58,2.77,USD,10,5.39,4.87,0.62,0.92
704,VGSIX,MSCI ACWI NR USD,54.11,1.14,2.99,6.3,USD,10,25.64,8.71,0.4,0.56
705,BGSAX,MSCI ACWI NR USD,74.92,0.96,3.21,8.38,USD,10,18.32,9.57,0.51,0.76
706,FSUTX,MSCI ACWI NR USD,42.45,0.55,5.04,14.34,USD,10,14.08,9.47,0.61,0.82
707,JNUSX,MSCI ACWI Ex USA NR USD,94.9,1.02,-0.12,4.17,USD,10,19.81,5.8,0.31,0.44
708,FSINX,Barclays US Agg Bond TR USD,28.41,1.0,0.82,4.0,USD,10,6.08,5.51,0.66,0.95
709,FWWFX,MSCI ACWI Ex USA NR USD,90.21,0.85,2.64,7.86,USD,10,16.82,8.2,0.46,0.66
710,FSLBX,MSCI ACWI NR USD,80.24,1.24,0.8,5.12,USD,10,22.84,7.85,0.38,0.56
711,MDLVX,S&P 500 TR USD,87.2,1.07,-3.42,17.11,USD,10,16.07,6.37,0.37,0.51
712,OLCAX,Barclays Municipal TR USD,59.04,0.81,0.09,3.36,USD,10,4.63,4.25,0.59,0.88
713,FSPHX,MSCI ACWI NR USD,60.71,0.7,9.48,19.68,USD,10,14.86,15.36,0.94,1.45
714,CSVFX,MSCI ACWI Ex USA NR USD,86.97,0.81,0.88,5.71,USD,10,16.3,6.15,0.36,0.5
715,VCVSX,Morningstar Moderate Target Risk,82.86,1.14,0.2,5.39,USD,10,12.12,7.68,0.55,0.76
716,UMESX,MSCI ACWI NR USD,57.66,1.1,0.88,4.67,USD,10,24.13,6.69,0.33,0.47
717,PRINX,Barclays Municipal TR USD,92.48,1.11,-0.09,3.19,USD,10,5.02,5.05,0.7,1.06
718,FKTFX,Barclays Municipal TR USD,88.55,1.22,-0.35,2.96,USD,10,5.67,5.13,0.64,0.99
719,NINDX,S&P 500 TR USD,100.0,1.0,-0.19,20.64,USD,10,14.69,7.91,0.49,0.69
720,FDGRX,S&P 500 TR USD,72.55,1.22,-2.71,18.24,USD,10,17.21,11.36,0.63,0.93
721,PRXCX,Barclays Municipal TR USD,95.11,1.08,-0.2,3.09,USD,10,4.84,4.87,0.68,1.05
722,VMLTX,Barclays Municipal TR USD,73.47,0.34,0.08,3.56,USD,10,1.72,2.75,0.68,1.11
723,MDXBX,Barclays Municipal TR USD,93.21,1.01,-0.24,3.03,USD,10,4.54,4.58,0.66,1.01
724,IMRFX,Morningstar Moderate Target Risk,94.93,1.18,-2.42,3.12,USD,10,11.75,5.22,0.36,0.5
725,PRGFX,S&P 500 TR USD,72.96,1.08,-0.56,20.17,USD,10,16.26,9.33,0.54,0.78
726,FPRTX,Barclays Municipal TR USD,65.28,1.35,-3.03,0.86,USD,10,7.37,2.68,0.19,0.27
727,SRBFX,Barclays US Agg Bond TR USD,60.9,0.97,0.22,3.48,USD,10,4.0,4.91,0.82,1.26
728,INEAX,Barclays US Agg Bond TR USD,4.55,0.61,4.17,9.67,USD,10,9.38,7.46,0.65,0.95
729,BRASX,Barclays US Agg Bond TR USD,24.93,0.24,1.83,11.2,USD,10,1.47,4.17,1.67,3.75
730,NSEPX,S&P 500 TR USD,94.96,0.95,0.4,21.27,USD,10,14.3,7.97,0.5,0.71
731,HLEIX,S&P 500 TR USD,100.0,1.0,-0.26,20.56,USD,10,14.68,7.87,0.49,0.69
732,SLVAX,S&P 500 TR USD,83.52,1.18,-2.54,18.39,USD,10,17.9,8.98,0.49,0.7
733,FTHRX,Barclays US Agg Bond TR USD,56.91,0.8,0.08,3.35,USD,10,3.41,4.22,0.77,1.21
734,SMDMX,Barclays Municipal TR USD,96.75,0.93,-0.49,2.75,USD,10,4.13,4.09,0.61,0.9
735,FSPCX,MSCI ACWI NR USD,75.07,1.0,-0.45,4.22,USD,10,19.05,5.74,0.31,0.43
736,NLGIX,S&P 500 TR USD,92.5,1.02,-4.73,15.43,USD,10,15.77,7.78,0.46,0.65
737,TRSSX,S&P 500 TR USD,70.27,1.13,-2.83,17.80,USD,10,18.82,10.25,0.53,0.8
738,FFFAX,Morningstar Moderate Target Risk,91.88,0.46,0.2,6.02,USD,10,4.6,4.29,0.6,0.87
739,PRSCX,MSCI ACWI NR USD,75.49,1.08,2.68,7.24,USD,10,20.49,9.33,0.47,0.68
740,ABDAX,Morningstar Moderate Target Risk,89.54,0.46,0.7,7.13,USD,10,4.7,4.83,0.7,1.06
741,FCNTX,S&P 500 TR USD,83.49,1.0,-1.23,19.31,USD,10,14.1,10.01,0.64,0.94
742,VSCOX,S&P 500 TR USD,55.95,1.23,-7.1,13.82,USD,10,20.36,7.65,0.39,0.56
743,FRPAX,Barclays Municipal TR USD,93.1,1.1,-0.7,2.61,USD,10,5.01,4.41,0.58,0.82
744,INUTX,S&P 500 TR USD,88.58,0.86,-0.42,20.05,USD,10,14.0,8.85,0.57,0.81
745,VFICX,Barclays US Agg Bond TR USD,72.04,1.34,-0.32,2.99,USD,10,5.1,5.53,0.77,1.15
746,ACRNX,S&P 500 TR USD,72.68,1.15,-7.39,13.29,USD,10,17.99,8.71,0.47,0.69
747,FCTFX,Barclays Municipal TR USD,96.43,1.06,-0.18,3.1,USD,10,4.71,4.82,0.69,1.07
748,FATWX,Morningstar Moderate Target Risk,97.5,1.29,-2.4,3.29,USD,10,12.67,5.78,0.39,0.54
749,PRSMX,Barclays Municipal TR USD,96.21,0.8,0.16,3.51,USD,10,3.54,4.34,0.77,1.24
750,PAUIX,Morningstar Moderate Target Risk,49.59,0.65,0.85,6.56,USD,10,8.97,5.81,0.51,0.77
751,IGLGX,MSCI ACWI Ex USA NR USD,93.2,0.87,1.19,6.0,USD,10,17.03,6.76,0.38,0.54
752,VWEHX,Barclays US Agg Bond TR USD,12.34,0.98,2.17,5.2,USD,10,9.08,6.62,0.58,0.81
753,BRAMX,Barclays US Agg Bond TR USD,46.07,1.16,-0.15,3.06,USD,10,5.54,5.06,0.64,1.1
754,VBISX,Barclays US Agg Bond TR USD,75.19,0.5,0.14,3.56,USD,10,1.88,3.29,0.93,1.76
755,INTAX,Barclays Municipal TR USD,96.6,1.18,-0.58,2.76,USD,10,5.22,4.77,0.62,0.9
756,FTGAX,Barclays Municipal TR USD,94.98,1.12,-0.67,2.65,USD,10,5.03,4.49,0.59,0.85
757,FBCVX,S&P 500 TR USD,90.2,1.12,-2.43,18.37,USD,10,17.36,5.35,0.3,0.41
758,MBCMX,Barclays Municipal TR USD,89.87,1.26,-0.96,2.47,USD,10,5.81,4.63,0.54,0.82
759,TRREX,MSCI ACWI NR USD,54.95,1.18,2.85,6.05,USD,10,26.41,8.69,0.39,0.56
