,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
410,JGNAX,Open,0.51,16800.0,38.8,1.29,1.30*,2.00,26,--,Open,Below Average,Neil Gregson,2010-11-30 00:00:00,11/30/2010,Natural Resources,Mid Blend,Below Average,5.25,5.25,,-12.59
411,JEITX,Open,0.96,16800.0,3700.0,0.33,0.35*,0.61,--,--,Open,Low,Ido Eisenberg,2014-09-25 00:00:00,02/28/2013,World Stock,Large Blend,Low,None,,,15.69
412,HLGAX,Open,2.80,16800.0,1400.0,0.47,0.49*,0.81,5,2.17,Open,Below Average,Robert Manning,2013-07-01 00:00:00,02/08/1993,Intermediate Government,High/Moderate,Below Average,None,,,5.58
413,VGRIX,Open,1.08,16800.0,488.5,1.13,1.14,1.14,42,--,Open,Below Average,Clare Hart,2004-03-01 00:00:00,09/23/1987,Large Blend,Large Value,Below Average,5.25,5.25,,11.64
414,VHIAX,Open,0.00,16800.0,4200.0,1.24,1.25*,1.36,62,--,Open,Average,Timothy Parton,2002-01-01 00:00:00,10/29/1999,Large Growth,Large Growth,Average,5.25,5.25,,2.51
415,OHYAX,Open,5.38,16800.0,10100.0,1.04,1.01*,1.36,54,4.51,Open,Average,James E. Gibson,2007-06-30 00:00:00,11/13/1998,High Yield Bond,Low/Moderate,Average,3.75,3.75,,6.64
416,JNBAX,Open,4.54,16800.0,11900.0,0.75,0.75*,1.13,41,3.72,Open,Low,Anne Lester,2009-12-01 00:00:00,05/31/2007,Conservative Allocation,Large Value,Low,4.50,4.50,,5.17
417,JIMAX,Open,1.30,16800.0,1700.0,0.75,0.76*,1.06,35,1.09,Open,Low,Steven S. Lear,2013-09-25 00:00:00,03/31/2010,Inflation-Protected Bond,High/Limited,Low,3.75,3.75,,2.05
418,VSITX,Open,2.81,16800.0,3800.0,0.58,0.59*,0.66,13,1.25,Open,Average,Kevin Ellis,2014-07-01 00:00:00,12/31/1996,Muni National Interm,Mid/Moderate,Average,None,,,4.41
419,JCIAX,Open,0.00,16800.0,101.3,0.77,0.83*,1.23,44,1.05,Open,Low,Iain T. Stealey,2013-05-31 00:00:00,03/30/2007,Currency,--,Low,3.75,3.75,,1.96
420,VSIEX,Open,2.54,16800.0,2500.0,1.05,1.07*,1.23,8,--,Open,Above Average,Shane Duffy,2013-07-01 00:00:00,12/31/1996,Foreign Large Blend,Large Blend,Above Average,None,,,5.18
421,OIEAX,Open,2.07,16800.0,683.7,0.53,0.36*,0.75,51,--,Open,Low,Demetris Georghiou,2014-09-25 00:00:00,10/28/1992,Foreign Large Blend,Large Blend,Low,None,,,6.48
422,IUAEX,Open,0.85,16800.0,4.6,1.32,1.25*,7.97,65,--,Open,Below Average,Thomas Murray,2011-11-30 00:00:00,11/30/2011,Foreign Large Blend,Large Blend,Below Average,5.25,5.25,,9.34
423,JNUSX,Open,2.20,16800.0,3800.0,0.94,0.96,0.96,66,--,Open,Average,Gerd Woort-Menker,2002-12-31 00:00:00,11/04/1993,Foreign Large Value,Large Value,Average,None,,,5.1
424,JPIOX,Open,1.10,16800.0,1700.0,0.85,0.87,0.87,36,--,Open,Below Average,Georgina Perceval Maxwell,2014-05-01 00:00:00,02/26/1997,Foreign Large Blend,Large Blend,Below Average,None,,,4.44
425,JIISX,Open,0.74,16800.0,22.0,0.91,0.91*,1.87,49,--,Open,Above Average,Garrett Fish,2012-08-01 00:00:00,02/28/2003,Large Blend,Large Blend,Above Average,None,,,10.37
426,JPIAX,Open,0.80,16800.0,3500.0,0.79,0.80,0.80,67,--,Open,Average,Pavel Vaynshtok,2012-04-01 00:00:00,02/28/2003,Large Blend,Large Blend,Average,None,,,10.7
427,VEUAX,Open,0.06,16800.0,1000.0,1.47,1.51*,1.77,253,--,Open,Above Average,Anis Lahlou-Abid,2012-02-29 00:00:00,11/02/1995,Europe Stock,Large Value,Above Average,5.25,5.25,,9.92
428,JPGSX,Open,0.58,16800.0,911.0,0.91,0.69*,0.90,67,--,Open,Above Average,Pavel Vaynshtok,2012-04-01 00:00:00,02/28/2003,Large Growth,Large Growth,Above Average,None,,,10.75
429,JFTAX,Open,1.21,16800.0,1700.0,1.47,1.41*,1.55,49,--,Open,Above Average,Zenah Shuhaiber,2013-12-31 00:00:00,04/30/2001,Foreign Large Blend,Large Value,Above Average,5.25,5.25,,3.4
430,WOOPX,Open,0.62,16800.0,707.6,0.91,0.93*,1.08,64,--,Open,Average,Phillip D. Hart,2011-11-01 00:00:00,06/03/1991,Mid-Cap Blend,Mid Blend,Average,None,,,11.01
431,JPIVX,Open,1.16,16800.0,1700.0,0.79,0.69*,0.92,49,--,Open,Average,Pavel Vaynshtok,2012-04-01 00:00:00,02/28/2003,Large Value,Large Value,Average,None,,,11.21
432,OGIAX,Open,1.45,16800.0,5400.0,1.27,1.27*,1.55,12,--,Open,Above Average,James A. Sexton,2014-02-28 00:00:00,12/10/1996,Moderate Allocation,Large Blend,Above Average,4.50,4.50,,6.15
433,OICAX,Open,1.57,16800.0,4400.0,1.23,1.23*,1.50,20,--,Open,Above Average,James A. Sexton,2014-02-28 00:00:00,12/10/1996,Conservative Allocation,Large Blend,Above Average,4.50,4.50,,5.23
434,ONGIX,Open,1.33,16800.0,3200.0,1.32,1.32*,1.62,10,--,Open,Above Average,James A. Sexton,2014-02-28 00:00:00,12/10/1996,Moderate Allocation,Large Blend,Above Average,4.50,4.50,,6.61
435,ONGAX,Open,1.09,16800.0,2400.0,1.28,1.28*,1.61,8,--,Open,Average,James A. Sexton,2014-02-28 00:00:00,12/10/1996,Aggressive Allocation,Large Blend,Average,4.50,4.50,,7.02
436,SEEGX,Open,0.00,16800.0,15600.0,0.93,0.90*,0.91,--,--,Open,Above Average,Giri Devulapally,2004-08-02 00:00:00,02/28/1992,Large Growth,Large Growth,Above Average,None,,,8.4
437,HLQVX,Open,1.17,16800.0,860.7,0.79,0.78,0.78,--,--,Open,Average,Scott Blasdell,2013-04-04 00:00:00,03/01/1991,Large Value,Large Value,Average,None,,,7.98
438,JLTAX,Open,0.70,16800.0,97.8,1.70,1.71*,1.92,37,--,Open,Average,Sophie Bosch de Hood,2013-02-28 00:00:00,02/28/2007,Latin America Stock,Large Growth,Average,5.25,5.25,,2.84
439,HLGFX,Open,0.94,16800.0,900.9,0.42,0.48*,0.70,23,0.99,Open,Below Average,Robert Manning,2013-07-01 00:00:00,02/02/1993,Short-Term Bond,Mid/Limited,Below Average,None,,,4.12
440,JMGIX,Open,0.31,16800.0,5400.0,0.25,0.25*,0.35,143,0.33,Open,Low,Kyongsoo Noh,2013-04-12 00:00:00,09/30/2010,Ultrashort Bond,Mid/Limited,Low,None,,,0.48
441,OMEAX,Open,0.59,16800.0,1500.0,0.69,0.75*,0.98,25,--,Open,Low,Dennis S. Ruhl,2013-02-28 00:00:00,07/31/1998,Mid-Cap Blend,Small Blend,Low,5.25,5.25,,9.04
442,HSKAX,Open,0.00,16800.0,112.2,1.94,1.51*,3.81,527,--,Open,Average,Raffaele Zingone,2014-02-12 00:00:00,11/30/2005,Market Neutral,Large Growth,Average,5.25,5.25,,-0.14
443,VSNGX,Limited,0.20,16800.0,3100.0,0.89,0.91*,1.18,47,--,Limited,Below Average,Timothy Parton,2010-06-01 00:00:00,12/31/1996,Mid-Cap Growth,Mid Growth,Below Average,None,,,10.58
444,HLGEX,Open,0.00,16800.0,2300.0,0.93,0.93*,1.11,69,--,Open,Average,Timothy Parton,2004-09-30 00:00:00,03/02/1989,Mid-Cap Growth,Mid Growth,Average,None,,,12.25
445,FLMVX,Limited,0.74,16800.0,16200.0,0.74,0.76*,0.93,25,--,Limited,Low,Gloria H. Fu,2006-05-01 00:00:00,11/13/1997,Mid-Cap Value,Mid Blend,Low,None,,,13.38
446,OMBAX,Open,2.93,16800.0,2600.0,0.65,0.65*,0.99,9,2.71,Open,Low,Henry Song,2014-07-01 00:00:00,08/18/2000,Intermediate-Term Bond,Mid/Limited,Low,3.75,3.75,,5.68
447,OGNAX,Open,0.00,16800.0,354.7,1.49,1.53*,3.31,227,--,Open,Below Average,Pavel Vaynshtok,2013-02-28 00:00:00,05/23/2003,Market Neutral,Mid Value,Below Average,5.25,5.25,,0.68
448,JSIAX,Open,2.59,16800.0,2400.0,0.97,1.03*,1.14,106,2.94,Open,Low,Matthew G. Pallai,2011-04-15 00:00:00,12/01/2010,Nontraditional Bond,Low/Limited,Low,3.75,3.75,,2.26
449,HLTAX,Open,2.91,16800.0,343.2,0.62,0.59*,0.71,3,1.96,Open,Above Average,Jennifer Tabak,2006-03-31 00:00:00,02/09/1993,Muni National Interm,Mid/Moderate,Above Average,None,,,4.51
450,VINTX,Open,3.23,16800.0,471.9,0.64,0.65*,0.69,2,0.96,Open,Above Average,Kevin Ellis,2005-05-31 00:00:00,12/31/1996,Muni New York Intermediate,Mid/Moderate,Above Average,None,,,4.36
451,HLOMX,Open,3.22,16800.0,155.5,0.63,0.63*,0.74,3,1.29,Open,Average,Jennifer Tabak,2006-05-08 00:00:00,07/02/1991,Muni Ohio,Mid/Moderate,Average,None,,,4.92
452,RRNAX,Open,0.40,16800.0,154.9,0.75,0.76*,1.14,60,0.33,Open,Low,Jan Ho,2013-07-01 00:00:00,09/01/2005,Inflation-Protected Bond,High/Extensive,Low,3.75,3.75,,2.68
453,URTLX,Open,1.65,16800.0,1900.0,0.73,0.78*,1.00,105,--,Open,Low,Jason Ko,2009-08-27 00:00:00,12/31/1997,Real Estate,Mid Blend,Low,None,,,9.81
454,JLSAX,Open,0.00,16800.0,127.9,1.75,1.75*,4.42,91,--,Open,Below Average,Raffaele Zingone,2014-02-11 00:00:00,05/28/2010,Long/Short Equity,Large Growth,Below Average,5.25,5.25,,2.60
455,JPMNX,Open,0.00,16800.0,710.1,0.99,1.01*,4.29,149,--,Open,Low,Raffaele Zingone,2014-02-11 00:00:00,12/31/1998,Market Neutral,Large Growth,Low,None,,,2.42
456,CEEAX,Open,1.84,16800.0,96.6,1.17,1.19*,1.57,--,--,Open,Low,Kenneth D. Statz,2011-08-31 00:00:00,08/31/2011,Real Estate,Mid Blend,Low,5.25,5.25,,6.58
457,HLLVX,Open,0.85,16800.0,11100.0,0.55,0.55*,0.64,38,0.65,Open,Average,Richard D. Figuly,2006-05-31 00:00:00,09/04/1990,Short-Term Bond,Mid/Limited,Average,None,,,4.74
458,JSDHX,Open,4.23,16800.0,265.7,0.89,0.92*,1.47,66,3.69,Open,Low,"James P. Shanahan,Jr.",2013-03-01 00:00:00,03/01/2013,High Yield Bond,--,Low,2.25,2.25,,1.11
459,OSTAX,Open,0.55,16800.0,3000.0,0.74,0.76*,0.88,39,0.37,Open,Average,Kevin Ellis,2006-06-16 00:00:00,05/04/1998,Muni National Short,High/Limited,Average,2.25,2.25,,2.55
460,VSSCX,Open,0.44,16800.0,712.4,0.79,0.83*,1.15,51,--,Open,Low,Phillip D. Hart,2010-11-01 00:00:00,01/02/1997,Small Blend,Small Blend,Low,None,,,7.04
461,VSEAX,Limited,0.13,16800.0,3400.0,1.29,1.31*,1.38,30,--,Limited,Below Average,Daniel J. Percella,2014-01-24 00:00:00,12/20/1994,Small Blend,Small Blend,Below Average,5.25,5.25,,12.92
462,PGSGX,Limited,0.00,16800.0,1200.0,1.25,1.43*,1.59,58,--,Limited,Below Average,Eytan M. Shapiro,2004-09-01 00:00:00,07/01/1991,Small Growth,Small Growth,Below Average,5.25,5.25,,9.87
463,PSOAX,Open,0.39,16800.0,1600.0,1.24,1.33*,1.51,40,--,Open,Low,Phillip D. Hart,2010-11-01 00:00:00,01/27/1995,Small Value,Small Value,Low,5.25,5.25,,10.72
464,SAEAX,Open,0.96,16800.0,48.6,1.13,1.13*,2.68,18,--,Open,Below Average,Michael Schoenhaut,2012-07-02 00:00:00,07/02/2012,Large Blend,Large Blend,Below Average,5.25,5.25,,12.66
465,SAIAX,Open,2.60,16800.0,4.6,0.98,0.98*,5.96,29,2.92,Open,Below Average,Michael Schoenhaut,2012-06-29 00:00:00,06/29/2012,Multisector Bond,Low/Moderate,Below Average,3.75,3.75,,0.65
466,JSFAX,Open,2.60,16800.0,2300.0,0.82,0.82*,1.09,10,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,05/15/2006,Target Date 2011-2015,Large Blend,Low,4.50,4.50,,4.86
467,JTTAX,Open,2.56,16800.0,5000.0,0.86,0.86*,1.13,9,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,05/15/2006,Target Date 2016-2020,Large Blend,Low,4.50,4.50,,5.32
468,JNSAX,Open,2.51,16800.0,4100.0,0.89,0.89*,1.16,7,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,07/31/2007,Target Date 2021-2025,Large Blend,Low,4.50,4.50,,4.69
469,JSMAX,Open,2.51,16800.0,4900.0,0.91,0.91*,1.18,10,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,05/15/2006,Target Date 2026-2030,Large Blend,Low,4.50,4.50,,5.70
470,SRJAX,Open,2.44,16800.0,3200.0,0.93,0.93*,1.20,8,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/31/2007,Target Date 2031-2035,Large Blend,Below Average,4.50,4.50,,4.88
471,SMTAX,Open,2.48,16800.0,3500.0,0.94,0.94*,1.24,9,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,05/15/2006,Target Date 2036-2040,Large Blend,Low,4.50,4.50,,5.99
472,JSAAX,Open,2.43,16800.0,1800.0,0.94,0.94*,1.27,8,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/31/2007,Target Date 2041-2045,Large Blend,Below Average,4.50,4.50,,5.16
473,JTSAX,Open,2.45,16800.0,1400.0,0.94,0.94*,1.34,8,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,07/31/2007,Target Date 2046-2050,Large Blend,Low,4.50,4.50,,5.18
474,JFFAX,Open,2.47,16800.0,196.1,0.96,0.96*,1.41,49,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,01/31/2012,Target Date 2051+,Large Blend,Below Average,4.50,4.50,,12.12
475,JSBWX,Open,2.18,16800.0,53.3,0.50,0.50*,1.24,75,--,Open,Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2011-2015,Large Blend,Average,None,,,8.19
476,JBSRX,Open,2.20,16800.0,113.1,0.50,0.50*,1.03,49,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2016-2020,Large Blend,Below Average,None,,,10.15
477,JBBSX,Open,2.14,16800.0,91.9,0.50,0.50*,1.10,40,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2021-2025,Large Blend,Below Average,None,,,11.62
478,JRBBX,Open,2.10,16800.0,109.5,0.50,0.50*,1.06,36,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2026-2030,Large Blend,Below Average,None,,,12.85
479,JPBRX,Open,2.05,16800.0,65.6,0.50,0.50*,1.26,37,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2031-2035,Large Blend,Below Average,None,,,13.87
480,JOBBX,Open,2.03,16800.0,64.3,0.50,0.50*,1.22,22,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2036-2040,Large Blend,Below Average,None,,,14.37
481,JMBRX,Open,2.02,16800.0,33.2,0.50,0.50*,1.68,31,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2041-2045,Large Blend,Below Average,None,,,14.31
482,JNABX,Open,2.02,16800.0,23.4,0.50,0.50*,2.09,23,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2046-2050,Large Blend,Below Average,None,,,14.34
483,JTBBX,Open,2.01,16800.0,7.2,0.50,0.50*,4.37,23,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Target Date 2051+,Large Blend,Below Average,None,,,14.10
484,JIBBX,Open,2.24,16800.0,37.7,0.50,0.50*,1.31,86,--,Open,Below Average,Eric J. Bernbaum,2014-11-01 00:00:00,07/02/2012,Retirement Income,Large Blend,Below Average,None,,,6.61
485,JSRAX,Open,2.43,16800.0,1900.0,0.78,0.78*,1.09,11,--,Open,Low,Eric J. Bernbaum,2014-11-01 00:00:00,05/15/2006,Retirement Income,Large Blend,Low,4.50,4.50,,4.65
486,JSOAX,Open,1.27,16800.0,25200.0,0.90,1.12*,1.22,216,1.25,Open,Low,Jarred Sherman,2009-03-23 00:00:00,10/10/2008,Nontraditional Bond,--,Low,3.75,3.75,,5.62
487,JPDEX,Open,0.99,16800.0,1400.0,0.55,0.55*,0.56,67,--,Open,Low,Susan Bao,2008-10-30 00:00:00,01/30/1997,Large Blend,Large Growth,Low,None,,,7.41
488,JTIAX,Open,2.47,16800.0,114.2,0.65,0.65*,1.26,24,2.04,Open,Low,Chad A. Engelbert,2013-02-11 00:00:00,09/17/2007,Muni National Interm,Low/Moderate,Low,3.75,3.75,,4.45
489,JTAAX,Open,0.19,16800.0,467.7,0.76,0.75*,1.16,186,0.48,Open,Above Average,Kevin Ellis,2014-07-01 00:00:00,03/01/2011,Muni National Short,--,Above Average,3.75,3.75,,0.69
490,TXRAX,Open,2.67,16800.0,2200.0,0.75,0.75*,0.97,16,0.90,Open,Average,Richard D. Taormina,2005-08-31 00:00:00,08/31/2005,Muni National Short,High/Limited,Average,3.75,3.75,,2.31
491,JTARX,Open,3.01,16800.0,19.8,0.00,0.00*,0.60,16,1.77,Open,Low,Richard D. Taormina,2007-05-31 00:00:00,05/31/2007,Muni National Interm,--,Low,None,,,3.27
492,PMBAX,Open,3.55,16800.0,321.8,0.74,0.67*,0.99,62,1.69,Open,Below Average,Michelle G. Hallam,2014-07-01 00:00:00,03/01/1988,Muni National Long,Mid/Extensive,Below Average,3.75,3.75,,5.84
493,TMGGX,Open,1.98,16800.0,31.5,1.55,1.55*,3.18,99,--,Open,Below Average,Sebastian M. Luparia,2014-05-01 00:00:00,11/30/2011,Diversified Emerging Mkts,Large Blend,Below Average,4.50,4.50,,2.76
494,JMTAX,Open,2.49,16800.0,369.7,0.72,0.70*,1.12,406,2.01,Open,Low,William Eigen,2008-06-16 00:00:00,06/16/2008,Intermediate-Term Bond,Mid/Moderate,Low,3.75,3.75,,6.20
495,OTABX,Open,0.80,16800.0,141.6,0.70,0.70*,0.98,15,0.21,Open,Low,Peter D. Simons,2005-06-30 00:00:00,01/20/1997,Short Government,High/Limited,Low,2.25,2.25,,3.63
496,JPSAX,Open,0.47,16800.0,313.7,1.29,1.31*,2.48,72,--,Open,Above Average,Shudong Huang,2013-04-30 00:00:00,01/31/2006,Large Blend,Large Blend,Above Average,5.25,5.25,,4.85
497,JMUEX,Open,0.92,16800.0,11900.0,0.64,0.61*,0.65,--,--,Open,Below Average,Scott Davis,2014-08-18 00:00:00,09/17/1993,Large Blend,Large Growth,Below Average,None,,,9.28
498,JLCAX,Limited,0.16,16800.0,11900.0,1.29,1.31*,2.52,90,--,Limited,Above Average,Susan Bao,2005-11-01 00:00:00,11/01/2005,Large Blend,Large Growth,Above Average,5.25,5.25,,9.87
499,JEPAX,Open,0.30,16800.0,23.0,1.25,1.25*,3.86,69,--,Open,Above Average,Raffaele Zingone,2014-09-15 00:00:00,04/01/2010,Large Blend,Large Blend,Above Average,5.25,5.25,,12.24
500,JUSSX,Open,0.30,16800.0,684.1,0.82,0.84*,0.94,51,--,Open,Low,Phillip D. Hart,2010-11-01 00:00:00,11/04/1993,Small Blend,Small Blend,Low,None,,,8.55
501,JVAAX,Open,0.50,16800.0,9700.0,1.24,1.27*,1.48,36,--,Open,Average,Gloria H. Fu,2006-05-01 00:00:00,02/28/2005,Large Value,Large Value,Average,5.25,5.25,,8.82
502,UBVLX,Open,0.60,16800.0,1500.0,0.89,1.04*,1.63,44,--,Open,Below Average,David M. Potter,2005-08-01 00:00:00,12/28/1998,Small Value,Small Value,Below Average,None,,,12.79
503,FFIDX,Open,0.69,16800.0,5800.0,0.53,0.53,0.53,93,--,Open,Low,John D. Avery,2002-02-06 00:00:00,04/30/1930,Large Growth,Large Growth,Low,None,,,10.05
504,FTAAX,Open,1.19,16800.0,839.4,0.85,0.86,0.86,13,--,Open,Low,Geoffrey Stein,2009-06-12 00:00:00,10/09/2007,Conservative Allocation,Large Growth,Low,5.75,5.75,,3.11
505,FFNAX,Open,1.22,16800.0,875.8,0.85,0.86,0.86,11,--,Open,Low,Geoffrey Stein,2009-06-12 00:00:00,10/09/2007,Conservative Allocation,Large Growth,Low,5.75,5.75,,3.27
506,FSAAX,Open,0.73,16800.0,1400.0,1.03,1.04,1.04,11,--,Open,Below Average,Geoffrey Stein,2009-06-12 00:00:00,10/09/2007,Moderate Allocation,Large Growth,Below Average,5.75,5.75,,3.46
507,FFAVX,Open,1.07,16800.0,276.1,0.83,0.83,0.83,49,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2000-2010,Large Blend,Low,5.75,5.75,,4.19
508,FACFX,Open,1.12,16800.0,770.3,0.87,0.87,0.87,39,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,07/24/2003,Target Date 2000-2010,Large Blend,Low,5.75,5.75,,4.93
509,FFVAX,Open,1.14,16800.0,1700.0,0.90,0.90,0.90,37,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2011-2015,Large Blend,Below Average,5.75,5.75,,5.02
510,FDAFX,Open,1.15,16800.0,3300.0,0.93,0.93,0.93,40,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,07/24/2003,Target Date 2016-2020,Large Blend,Below Average,5.75,5.75,,5.53
511,FATWX,Open,1.14,16800.0,3200.0,0.97,0.97,0.97,41,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2021-2025,Large Blend,Average,5.75,5.75,,5.44
512,FAFEX,Open,1.13,16800.0,3200.0,1.02,1.02,1.02,53,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,07/24/2003,Target Date 2026-2030,Large Blend,Below Average,5.75,5.75,,5.89
513,FATHX,Open,1.01,16800.0,2400.0,1.03,1.03,1.03,48,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2031-2035,Large Blend,Average,5.75,5.75,,5.58
514,FAFFX,Open,0.98,16800.0,2300.0,1.03,1.03,1.03,47,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,07/24/2003,Target Date 2036-2040,Large Blend,Average,5.75,5.75,,6.2
515,FFFZX,Open,0.97,16800.0,1200.0,1.03,1.03,1.03,46,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2006,Target Date 2041-2045,Large Blend,Average,5.75,5.75,,4.03
516,FFFLX,Open,0.97,16800.0,854.3,1.03,1.03,1.03,47,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2006,Target Date 2046-2050,Large Blend,Below Average,5.75,5.75,,3.91
517,FHFAX,Open,0.84,16800.0,206.7,1.03,1.03,1.03,43,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2011,Target Date 2051+,Large Blend,Average,5.75,5.75,,6.54
518,FAFAX,Open,1.40,16800.0,275.1,0.76,0.76,0.76,36,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,07/24/2003,Retirement Income,Large Blend,Low,5.75,5.75,,3.48
519,FRJAX,Closed,0.43,16800.0,4.7,0.60,0.60,0.60,31,--,Closed,Low,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Low,5.75,5.75,,1.94
520,FRKAX,Closed,0.95,16800.0,6.7,0.71,0.71,0.71,56,--,Closed,Low,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Low,5.75,5.75,,2.68
521,FILAX,Open,1.16,16800.0,8.7,0.77,0.77,0.77,25,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Low,5.75,5.75,,3.12
522,FRAMX,Open,1.18,16800.0,11.6,0.81,0.81,0.81,26,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Low,5.75,5.75,,3.49
523,FRNAX,Open,1.15,16800.0,7.9,0.83,0.83,0.83,30,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Low,5.75,5.75,,3.76
524,FIOAX,Open,1.17,16800.0,5.5,0.85,0.85,0.85,27,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,3.87
525,FARPX,Open,1.16,16800.0,25.5,0.86,0.86,0.86,18,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,3.97
526,FRQAX,Open,1.16,16800.0,16.6,0.87,0.87,0.87,27,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,4.05
527,FIARX,Open,1.24,16800.0,8.5,0.88,0.88,0.88,29,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,4.08
528,FARSX,Open,1.16,16800.0,9.6,0.89,0.89,0.89,19,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,4.05
529,FURAX,Open,1.18,16800.0,8.9,0.90,0.90,0.90,25,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,08/30/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,4.08
530,FARVX,Open,1.17,16800.0,6.4,0.91,0.91,0.91,39,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,12/31/2007,Retirement Income,Large Blend,Below Average,5.75,5.75,,3.77
531,FARWX,Open,1.17,16800.0,9.6,0.92,0.92,0.92,34,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,12/31/2007,Retirement Income,Large Blend,Average,5.75,5.75,,3.95
532,FARFX,Open,1.21,16800.0,37.9,0.93,0.93,0.93,16,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,12/31/2007,Retirement Income,Large Blend,Average,5.75,5.75,,4.10
533,FAIGX,Open,0.82,16800.0,1800.0,1.15,1.15,1.15,79,0.56,Open,Average,Monty Kori,2013-07-16 00:00:00,01/06/1987,Moderate Allocation,Large Growth,Average,3.50,3.50,,7.68
534,FBTAX,Open,0.00,16800.0,2100.0,1.08,1.08,1.08,50,--,Open,Low,Rajiv Kaul,2005-10-12 00:00:00,12/27/2000,Health,Mid Growth,Low,5.75,5.75,,6.6
535,FDETX,Limited,0.56,16800.0,3100.0,0.59,0.60,0.60,115,--,Limited,Low,Matthew W. Fruhan,2013-12-16 00:00:00,12/30/1985,Large Growth,Large Blend,Low,None,,,12.74
536,FDMAX,Open,0.25,16800.0,15.0,1.39,1.96,1.96,160,--,Open,Average,Colin Anderson,2014-10-17 00:00:00,12/27/2000,Technology,Large Growth,Average,5.75,5.75,,1.2
