,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
628,FFTWX,Open,1.40,16800.0,9000.0,0.72,0.72,0.72,46,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2021-2025,Large Blend,Below Average,None,,,6.43
629,FFFEX,Open,1.38,16800.0,10900.0,0.77,0.77,0.77,54,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,10/17/1996,Target Date 2026-2030,Large Blend,Average,None,,,6.85
630,FFTHX,Open,1.28,16800.0,6300.0,0.78,0.78,0.78,54,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,11/06/2003,Target Date 2031-2035,Large Blend,Below Average,None,,,6.55
631,FFFFX,Open,1.28,16800.0,7000.0,0.78,0.78,0.78,49,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,09/06/2000,Target Date 2036-2040,Large Blend,Average,None,,,3.07
632,FFFGX,Open,1.26,16800.0,3000.0,0.78,0.78,0.78,53,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2006,Target Date 2041-2045,Large Blend,Below Average,None,,,5.10
633,FFFHX,Open,1.25,16800.0,2400.0,0.78,0.78,0.78,57,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2006,Target Date 2046-2050,Large Blend,Average,None,,,4.86
634,FDEEX,Open,1.08,16800.0,461.6,0.78,0.78,0.78,47,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2011,Target Date 2051+,Large Blend,Average,None,,,8.65
635,FFFAX,Open,1.60,16800.0,2600.0,0.49,0.49,0.49,31,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/17/1996,Retirement Income,Large Blend,Low,None,,,5.01
636,FJIFX,Open,1.20,16800.0,70.0,0.16,0.16*,0.25,49,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2000-2010,Large Blend,Low,None,,,6.40
637,FKIFX,Open,1.26,16800.0,439.8,0.16,0.16*,0.25,39,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2000-2010,Large Blend,Low,None,,,7.65
638,FLIFX,Open,1.38,16800.0,887.8,0.16,0.16*,0.24,29,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2011-2015,Large Blend,Low,None,,,7.95
639,FPIFX,Open,1.34,16800.0,2200.0,0.16,0.16*,0.24,25,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2016-2020,Large Blend,Low,None,,,8.71
640,FQIFX,Open,1.45,16800.0,1500.0,0.16,0.16*,0.25,21,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2021-2025,Large Blend,Low,None,,,9.77
641,FXIFX,Open,1.46,16800.0,1900.0,0.16,0.16*,0.25,32,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2026-2030,Large Blend,Low,None,,,10.22
642,FIHFX,Open,1.42,16800.0,1200.0,0.16,0.16*,0.26,25,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2031-2035,Large Blend,Low,None,,,10.89
643,FBIFX,Open,1.40,16800.0,1300.0,0.16,0.16*,0.26,26,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2036-2040,Large Blend,Low,None,,,11.01
644,FIOFX,Open,1.36,16800.0,688.0,0.16,0.16*,0.26,22,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2041-2045,Large Blend,Low,None,,,11.14
645,FIPFX,Open,1.35,16800.0,632.2,0.16,0.16*,0.26,24,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Target Date 2046-2050,Large Blend,Low,None,,,11.24
646,FDEWX,Open,1.34,16800.0,144.0,0.16,0.16*,0.26,21,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,06/01/2011,Target Date 2051+,Large Blend,Low,None,,,8.67
647,FIKFX,Open,1.30,16800.0,236.6,0.16,0.16*,0.25,43,--,Open,Low,Brett F. Sumsion,2014-01-21 00:00:00,10/02/2009,Retirement Income,Large Blend,Low,None,,,4.27
648,FUSEX,Open,1.71,16800.0,84400.0,0.10,0.10*,0.10,4,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,02/17/1988,Large Blend,Large Blend,Low,None,,,10.17
649,FPADX,Open,2.04,16800.0,370.4,0.10,0.10*,0.25,33,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/08/2011,Diversified Emerging Mkts,Large Blend,Low,None,,,1.46
650,FSEMX,Open,1.02,16800.0,15300.0,0.10,0.10,0.10,14,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,11/05/1997,Mid-Cap Blend,Mid Growth,Low,None,,,7.81
651,FSGGX,Open,1.61,16800.0,748.6,0.10,0.10*,0.20,6,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/08/2011,Foreign Large Blend,Large Blend,Low,None,,,8.54
652,FIPDX,Open,0.00,16800.0,199.2,0.05,0.05,0.05,39,0.25,Open,Low,Brandon Bettencourt,2014-05-19 00:00:00,05/16/2012,Inflation-Protected Bond,High/Moderate,Low,None,,,-0.85
653,FIBIX,Open,1.91,16800.0,1200.0,0.20,0.20,0.20,46,1.76,Open,Low,Brandon Bettencourt,2014-05-19 00:00:00,12/20/2005,Intermediate Government,High/Moderate,Low,None,,,5.29
654,FSIIX,Open,3.08,16800.0,14100.0,0.20,0.20,0.20,2,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,11/05/1997,Foreign Large Blend,Large Blend,Low,None,,,5.12
655,FLBIX,Open,2.99,16800.0,552.7,0.20,0.20,0.20,51,2.65,Open,Low,Brandon Bettencourt,2014-05-19 00:00:00,12/20/2005,Long Government,High/Extensive,Low,None,,,6.78
656,FSMDX,Open,1.05,16800.0,915.5,0.04,0.05*,0.13,7,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/08/2011,Mid-Cap Blend,Mid Blend,Low,None,,,20.33
657,FSRNX,Open,2.00,16800.0,403.0,0.07,0.07*,0.15,14,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/08/2011,Real Estate,Mid Blend,Low,None,,,11.74
658,FSBIX,Open,0.72,16800.0,821.3,0.20,0.20,0.20,47,0.60,Open,Low,Brandon Bettencourt,2014-05-19 00:00:00,12/20/2005,Short Government,High/Limited,Low,None,,,3.12
659,FSSNX,Open,0.95,16800.0,1100.0,0.05,0.16*,0.26,9,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/08/2011,Small Blend,Small Blend,Low,None,,,17.98
660,FSTMX,Open,1.35,16800.0,27500.0,0.10,0.10,0.10,2,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,11/05/1997,Large Blend,Large Blend,Low,None,,,6.72
661,FBIDX,Open,2.35,16800.0,19400.0,0.22,0.22,0.22,85,1.96,Open,Low,Brandon Bettencourt,2014-05-19 00:00:00,03/08/1990,Intermediate-Term Bond,High/Moderate,Low,None,,,6.47
662,FSAZX,Open,3.22,16800.0,150.2,0.55,0.55,0.55,8,1.82,Open,Average,Kevin Ramundo,2010-06-30 00:00:00,10/11/1994,Muni Single State Long,Mid/Moderate,Average,None,,,5.43
663,FBALX,Open,1.45,16800.0,27700.0,0.56,0.56,0.56,176,1.32,Open,Low,Monty Kori,2013-07-16 00:00:00,11/06/1986,Moderate Allocation,Large Growth,Low,None,,,9.49
664,FBGRX,Open,0.20,16800.0,18800.0,0.80,0.80,0.80,57,--,Open,Below Average,Sonu Kalra,2009-07-01 00:00:00,12/31/1987,Large Growth,Large Growth,Below Average,None,,,11.37
665,FBCVX,Open,1.20,16800.0,345.2,0.66,0.73,0.73,102,--,Open,Low,Sean Gavin,2014-10-17 00:00:00,06/17/2003,Large Value,Large Value,Low,None,,,6.15
666,FCSTX,Open,1.90,16800.0,777.5,0.35,0.49,0.49,22,0.76,Open,Low,Jamie Pagliocco,2006-07-03 00:00:00,10/25/2005,Muni Single State Short,Mid/Limited,Low,None,,,3.53
667,FCTFX,Open,3.56,16800.0,1900.0,0.46,0.46,0.46,13,1.75,Open,Low,Jamie Pagliocco,2006-07-03 00:00:00,07/09/1984,Muni California Long,Mid/Moderate,Low,None,,,6.69
668,FICDX,Open,0.39,16800.0,2200.0,0.86,0.87,0.87,64,--,Open,Low,Risteard Hogan,2014-01-01 00:00:00,11/17/1987,Miscellaneous Region,Large Growth,Low,None,,,10.15
669,FAGIX,Open,4.17,16800.0,10500.0,0.71,0.71,0.71,47,3.92,Open,Low,Mark Notkin,2003-07-21 00:00:00,11/01/1977,High Yield Bond,--,Low,None,,,10.2
670,FDCAX,Open,0.33,16800.0,8800.0,0.77,0.79,0.79,156,--,Open,Below Average,J. Fergus Shiel,2005-10-31 00:00:00,11/26/1986,Large Growth,Large Growth,Below Average,None,,,11.08
671,FHKCX,Open,0.99,16800.0,1400.0,0.98,1.02,1.02,92,--,Open,Low,Bobby Bao,2011-10-01 00:00:00,11/01/1995,China Region,Large Growth,Low,None,,,9.49
672,FICNX,Open,2.88,16800.0,438.4,0.48,0.48,0.48,14,1.79,Open,Low,Mark Sommer,2002-06-01 00:00:00,10/29/1987,Muni Single State Interm,High/Moderate,Low,None,,,5.96
673,FMNDX,Open,0.25,16800.0,169.5,0.30,0.30*,0.35,--,0.21,Open,Low,Douglas McGinley,2013-10-15 00:00:00,10/15/2013,Muni National Short,Mid/Limited,Low,None,,,0.62
674,FCNVX,Open,0.40,16800.0,3900.0,0.30,0.30*,0.35,66,0.28,Open,Below Average,Kim Miller,2011-03-03 00:00:00,03/03/2011,Ultrashort Bond,Mid/Limited,Below Average,None,,,0.73
675,FCNTX,Open,0.12,16800.0,111100.0,0.66,0.67,0.67,46,--,Open,Low,William Danoff,1990-09-17 00:00:00,05/17/1967,Large Growth,Large Growth,Low,None,,,12.52
676,FCVSX,Open,1.66,16800.0,2700.0,0.72,0.73,0.73,22,1.24,Open,Low,Thomas T. Soviero,2005-06-21 00:00:00,01/05/1987,Convertibles,Large Blend,Low,None,,,11.2
677,FDEQX,Open,1.89,16800.0,1400.0,-0.01,0.78,0.78,156,--,Open,Low,Alex Devereaux,2013-01-01 00:00:00,12/28/1988,Large Blend,Large Blend,Low,None,,,10.37
678,FDIVX,Open,0.86,16800.0,25000.0,0.92,0.92,0.92,52,--,Open,Below Average,William Bower,2001-04-01 00:00:00,12/27/1991,Foreign Large Blend,Large Growth,Below Average,None,,,8.76
679,FDGFX,Open,1.29,16800.0,8900.0,0.56,0.56,0.56,99,--,Open,Low,Ramona Persaud,2014-01-01 00:00:00,04/27/1993,Large Blend,Large Blend,Low,None,,,10.96
680,FSEAX,Open,1.17,16800.0,1100.0,1.05,1.08,1.08,97,--,Open,Low,Colin Chickles,2009-10-01 00:00:00,04/19/1993,Pacific/Asia ex-Japan Stk,Large Blend,Low,None,,,7.48
681,FEMKX,Open,0.07,16800.0,3000.0,1.03,1.09,1.09,119,--,Open,Low,Sammy Simnegar,2012-10-15 00:00:00,11/01/1990,Diversified Emerging Mkts,Large Growth,Low,None,,,5.1
682,FEQTX,Open,2.33,16800.0,5600.0,0.63,0.65,0.65,86,2.06,Open,Low,Scott Offen,2011-10-31 00:00:00,08/21/1990,Large Value,Large Value,Low,None,,,10.4
683,FEQIX,Open,2.40,16800.0,9600.0,0.64,0.66,0.66,43,2.36,Open,Low,Ramona Persaud,2011-10-31 00:00:00,05/16/1966,Large Value,Large Value,Low,None,,,11.64
684,FIEUX,Open,1.39,16800.0,1300.0,1.02,1.06,1.06,59,--,Open,Below Average,Stefan Lindblad,2013-12-16 00:00:00,10/01/1986,Europe Stock,Large Blend,Below Average,None,,,9.01
685,FARNX,Open,--,16800.0,163.5,1.30,1.30*,1.42,56,--,Open,Above Average,Arvind Navaratnam,2013-12-12 00:00:00,12/12/2013,Mid-Cap Blend,Small Blend,Above Average,None,,,5.12
686,FEXPX,Open,1.63,16800.0,1900.0,0.77,0.78,0.78,124,--,Open,Below Average,Gordon Scott,2014-07-01 00:00:00,10/04/1994,Large Growth,Large Blend,Below Average,None,,,11.8
687,FFTYX,Limited,0.06,16800.0,764.0,0.83,0.83,0.83,197,--,Limited,Below Average,Stephen DuFour,2011-03-25 00:00:00,09/17/1993,Large Growth,Large Growth,Below Average,None,,,9.77
688,FHIFX,Open,4.38,16800.0,616.9,0.83,0.83,0.83,77,4.42,Open,Below Average,Matthew Conti,2004-09-08 00:00:00,09/08/2004,High Yield Bond,--,Below Average,None,,,6.12
689,FTQGX,Open,0.00,16800.0,1800.0,0.89,0.91,0.91,200,--,Open,Average,Stephen DuFour,2007-03-01 00:00:00,11/12/1996,Large Growth,Large Growth,Average,None,,,7.12
690,FFNOX,Open,1.62,16800.0,4000.0,0.22,0.22*,0.24,9,--,Open,Low,Christopher Sharpe,2009-06-12 00:00:00,06/29/1999,Aggressive Allocation,Large Blend,Low,None,,,4.88
691,FGBLX,Open,0.60,16800.0,653.0,1.00,1.02,1.02,181,--,Open,Below Average,Stefan Lindblad,2014-10-31 00:00:00,02/01/1993,World Allocation,Large Growth,Below Average,None,,,8.07
692,FGILX,Open,1.85,16800.0,53.9,1.19,1.20*,1.28,66,1.12,Open,Average,Ramona Persaud,2012-05-02 00:00:00,05/02/2012,World Stock,Large Blend,Average,None,,,13.53
693,FGMNX,Open,2.12,16800.0,6700.0,0.45,0.45,0.45,409,2.12,Open,Below Average,Franco Castagliuolo,2009-12-15 00:00:00,11/08/1985,Intermediate Government,High/Limited,Below Average,None,,,6.64
694,FGOVX,Open,1.64,16800.0,4000.0,0.45,0.45,0.45,131,1.46,Open,Below Average,Franco Castagliuolo,2009-12-01 00:00:00,04/04/1979,Intermediate Government,High/Moderate,Below Average,None,,,7.51
695,FGRIX,Open,1.68,16800.0,7800.0,0.65,0.66,0.66,41,1.70,Open,Low,Matthew W. Fruhan,2011-02-04 00:00:00,12/30/1985,Large Blend,Large Blend,Low,None,,,10.12
696,FDGRX,Limited,0.14,16800.0,42300.0,0.83,0.83,0.83,26,--,Limited,Below Average,Steven S. Wymer,1997-01-01 00:00:00,01/17/1983,Large Growth,Large Growth,Below Average,None,,,13.23
697,FDSVX,Open,0.05,16800.0,1300.0,0.81,0.82,0.82,70,--,Open,Below Average,Jason Weiner,2007-02-01 00:00:00,03/31/1998,Large Growth,Large Growth,Below Average,None,,,7.29
698,FDEGX,Open,0.16,16800.0,2200.0,0.69,0.71,0.71,87,--,Open,Low,Jean Park,2013-08-16 00:00:00,12/28/1990,Mid-Cap Growth,Mid Growth,Low,None,,,8.73
699,SPHIX,Open,5.31,16800.0,5700.0,0.72,0.72,0.72,56,5.30,Open,Low,Fred Hoff,2000-06-01 00:00:00,08/29/1990,High Yield Bond,--,Low,None,,,9.19
700,FDFFX,Open,0.27,16800.0,4900.0,0.60,0.62,0.62,59,--,Open,Low,Robert C. Bertelson,2006-11-09 00:00:00,03/25/1983,Large Growth,Large Growth,Low,None,,,12.02
701,FINPX,Open,0.23,16800.0,2100.0,0.45,0.45,0.45,16,-0.14,Open,Below Average,Franco Castagliuolo,2012-03-01 00:00:00,06/26/2002,Inflation-Protected Bond,High/Moderate,Below Average,None,,,4.94
702,FTHRX,Open,2.33,16800.0,3400.0,0.45,0.45,0.45,109,1.76,Open,Low,Robin Foley,2013-10-30 00:00:00,05/23/1975,Intermediate-Term Bond,Mid/Limited,Low,None,,,7.59
703,FSTGX,Open,1.24,16800.0,811.1,0.45,0.45,0.45,153,1.05,Open,Below Average,William Irving,2008-04-01 00:00:00,05/02/1988,Intermediate Government,High/Limited,Below Average,None,,,5.59
704,FLTMX,Open,2.76,16800.0,5200.0,0.37,0.37,0.37,15,1.40,Open,Low,Kevin Ramundo,2010-06-30 00:00:00,04/15/1977,Muni National Interm,Mid/Moderate,Low,None,,,5.78
705,FIVFX,Open,0.68,16800.0,1200.0,1.12,1.17,1.17,136,--,Open,Average,Sammy Simnegar,2008-01-01 00:00:00,11/01/1994,Foreign Large Growth,Large Growth,Average,None,,,6.34
706,FIGRX,Open,1.19,16800.0,11100.0,0.98,0.97,0.97,65,--,Open,Below Average,William J. Kennedy,2004-10-31 00:00:00,12/31/1986,Foreign Large Blend,Large Growth,Below Average,None,,,7.93
707,FIENX,Open,2.17,16800.0,83.6,0.62,0.62,0.62,63,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,12/20/2007,Foreign Large Blend,Large Value,Low,None,,,0.15
708,FIREX,Open,1.84,16800.0,360.5,1.13,1.14,1.14,59,0.92,Open,Average,Guillermo de las Casas,2010-04-01 00:00:00,09/08/2004,Global Real Estate,Mid Blend,Average,None,,,5.94
709,FISMX,Open,0.36,16800.0,860.8,1.31,1.33,1.33,54,--,Open,Below Average,Sam Chamovitz,2014-02-28 00:00:00,09/18/2002,Foreign Small/Mid Growth,Mid Blend,Below Average,None,,,14.78
710,FBNDX,Open,2.54,16800.0,6200.0,0.45,0.45,0.45,218,2.56,Open,Low,Jeffrey Moore,2004-12-01 00:00:00,08/06/1971,Intermediate-Term Bond,Mid/Moderate,Low,None,,,7.19
711,FJPNX,Open,0.92,16800.0,459.4,0.91,0.93,0.93,68,--,Open,Low,Kirk Neureiter,2014-03-01 00:00:00,09/15/1992,Japan Stock,Large Growth,Low,None,,,3.57
712,FJSCX,Open,0.13,16800.0,388.5,0.98,1.01,1.01,91,--,Open,Low,David Jenkins,2014-03-01 00:00:00,11/01/1995,Japan Stock,Mid Blend,Low,None,,,4.95
713,FLCEX,Open,1.83,16800.0,357.2,0.45,0.46,0.46,125,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,04/19/2007,Large Blend,Large Blend,Low,None,,,6.48
714,FLGEX,Open,1.01,16800.0,335.5,0.45,0.45,0.45,83,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,04/19/2007,Large Growth,Large Growth,Low,None,,,7.77
715,FLCSX,Open,0.78,16800.0,3200.0,0.88,0.88,0.88,31,--,Open,Average,Matthew W. Fruhan,2005-05-02 00:00:00,06/22/1995,Large Blend,Large Blend,Average,None,,,8.58
716,FLVEX,Open,1.26,16800.0,873.5,0.45,0.47,0.47,85,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,04/19/2007,Large Value,Large Value,Low,None,,,4.75
717,FLATX,Open,2.03,16800.0,925.4,1.03,1.04,1.04,23,--,Open,Low,Adam Kutas,2009-02-12 00:00:00,04/19/1993,Latin America Stock,Large Blend,Low,None,,,8.52
718,FLVCX,Open,0.62,16800.0,5100.0,0.79,0.79,0.79,10,--,Open,Low,Thomas T. Soviero,2003-07-01 00:00:00,12/19/2000,Mid-Cap Value,Large Value,Low,None,,,13.87
719,FFXSX,Open,0.61,16800.0,365.3,0.45,0.45,0.45,89,0.75,Open,Below Average,William Irving,2008-04-01 00:00:00,11/10/1986,Short Government,High/Limited,Below Average,None,,,5.25
720,FSTFX,Open,1.75,16800.0,4000.0,0.48,0.48,0.48,20,0.63,Open,Below Average,Kevin Ramundo,2010-06-30 00:00:00,12/24/1986,Muni National Short,Mid/Limited,Below Average,None,,,4.11
721,FLPSX,Open,0.96,16800.0,46600.0,0.82,0.82,0.82,12,--,Open,Low,Shadman Riaz,2011-09-06 00:00:00,12/27/1989,Mid-Cap Value,Mid Value,Low,None,,,14.43
722,FMAGX,Open,0.72,16800.0,16800.0,0.50,0.53,0.53,77,--,Open,Low,Jeffrey S. Feingold,2011-09-16 00:00:00,05/02/1963,Large Growth,Large Growth,Low,None,,,16.22
723,SMDMX,Open,2.69,16800.0,200.5,0.55,0.55,0.55,17,1.63,Open,Below Average,Mark Sommer,2002-06-01 00:00:00,04/22/1993,Muni Single State Interm,Mid/Moderate,Below Average,None,,,4.89
724,FDMMX,Open,3.25,16800.0,2100.0,0.46,0.46,0.46,11,1.98,Open,Low,Kevin Ramundo,2010-06-30 00:00:00,11/10/1983,Muni Massachusetts,Mid/Extensive,Low,None,,,6.79
725,FMHTX,Open,3.43,16800.0,563.8,0.48,0.48,0.48,8,1.70,Open,Low,Jamie Pagliocco,2006-07-31 00:00:00,11/12/1985,Muni Single State Interm,Mid/Moderate,Low,None,,,6.25
726,FMEIX,Open,0.83,16800.0,422.0,0.60,0.62,0.62,128,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,12/20/2007,Mid-Cap Blend,Mid Blend,Low,None,,,8.75
727,FSMVX,Open,0.92,16800.0,2600.0,0.80,0.80,0.80,169,--,Open,Low,Court Dignan,2013-04-29 00:00:00,11/15/2001,Mid-Cap Value,Mid Value,Low,None,,,10.08
728,FMCSX,Open,0.19,16800.0,9200.0,0.78,0.81,0.81,27,--,Open,Low,John D. Roth,2011-02-11 00:00:00,03/29/1994,Mid-Cap Growth,Mid Growth,Low,None,,,11.82
729,FIMIX,Open,2.79,16800.0,504.2,0.49,0.50,0.50,14,1.53,Open,Below Average,Kevin Ramundo,2010-06-30 00:00:00,11/21/1985,Muni Minnesota,Mid/Moderate,Below Average,None,,,5.79
730,FMSFX,Open,2.49,16800.0,928.8,0.45,0.45,0.45,398,2.56,Open,Low,Franco Castagliuolo,2009-12-08 00:00:00,12/31/1984,Intermediate-Term Bond,Mid/Limited,Low,None,,,6.81
731,FHIGX,Open,3.54,16800.0,5600.0,0.46,0.46,0.46,10,1.93,Open,Low,Mark Sommer,2010-06-30 00:00:00,12/01/1977,Muni National Long,Mid/Moderate,Low,None,,,6.54
732,FNCMX,Open,0.62,16800.0,1300.0,0.33,0.29*,0.56,14,--,Open,Low,Peter Matthew,2012-08-31 00:00:00,09/25/2003,Large Growth,Large Growth,Low,None,,,9.33
733,FNJHX,Open,3.20,16800.0,596.8,0.47,0.47,0.47,18,1.98,Open,Low,Jamie Pagliocco,2009-02-01 00:00:00,12/31/1987,Muni New Jersey,Mid/Extensive,Low,None,,,6.1
734,FNMIX,Open,4.69,16800.0,4800.0,0.84,0.86,0.86,131,5.05,Open,Low,John H. Carlson,1995-06-19 00:00:00,05/04/1993,Emerging Markets Bond,--,Low,None,,,11.39
735,FMILX,Open,0.43,16800.0,4300.0,0.87,0.91,0.91,49,--,Open,Below Average,John D. Roth,2006-07-03 00:00:00,12/28/1992,Large Growth,Large Growth,Below Average,None,,,13.97
736,FTFMX,Open,3.25,16800.0,1800.0,0.46,0.46,0.46,8,1.76,Open,Low,Mark Sommer,2002-06-30 00:00:00,07/10/1984,Muni New York Long,High/Moderate,Low,None,,,6.89
737,FNORX,Open,1.82,16800.0,488.3,1.02,1.04,1.04,61,--,Open,Below Average,Stefan Lindblad,2014-10-17 00:00:00,11/01/1995,Miscellaneous Region,Mid Growth,Below Average,None,,,11.26
738,FOHFX,Open,3.13,16800.0,588.1,0.48,0.48,0.48,17,2.01,Open,Below Average,Jamie Pagliocco,2006-07-31 00:00:00,11/15/1985,Muni Ohio,High/Extensive,Below Average,None,,,6.32
739,FOCPX,Open,0.00,16800.0,12200.0,0.76,0.77,0.77,106,--,Open,Below Average,Gavin Baker,2009-07-01 00:00:00,12/31/1984,Large Growth,Large Growth,Below Average,None,,,13.43
740,FOSFX,Open,1.29,16800.0,3400.0,1.06,1.07,1.07,42,--,Open,Average,Vincent Montemaggiore,2012-01-31 00:00:00,12/04/1984,Foreign Large Blend,Large Growth,Average,None,,,10.16
741,FPBFX,Open,0.55,16800.0,674.8,1.21,1.23,1.23,82,--,Open,Average,John Dance,2013-10-01 00:00:00,10/01/1986,Diversified Pacific/Asia,Large Growth,Average,None,,,6.97
742,FPXTX,Open,3.28,16800.0,448.0,0.49,0.49,0.49,9,1.94,Open,Below Average,Mark Sommer,2002-06-01 00:00:00,08/06/1986,Muni Pennsylvania,Mid/Moderate,Below Average,None,,,6.0
743,FPURX,Open,1.50,16800.0,25000.0,0.56,0.56,0.56,160,1.22,Open,Low,Pramod Atluri,2012-03-01 00:00:00,04/16/1947,Moderate Allocation,Large Growth,Low,None,,,11.12
744,FRIFX,Open,4.07,16800.0,4400.0,0.83,0.83,0.83,29,4.05,Open,Below Average,Mark P. Snyderman,2003-02-04 00:00:00,02/04/2003,Real Estate,Small Value,Below Average,None,,,7.94
745,FRESX,Open,1.43,16800.0,4500.0,0.80,0.80,0.80,24,2.11,Open,Low,Steve J. Buller,1997-12-31 00:00:00,11/17/1986,Real Estate,Mid Blend,Low,None,,,10.31
746,FSAIX,Open,0.08,16800.0,545.4,0.86,0.87,0.87,125,--,Open,Below Average,Matthew Moulis,2012-01-31 00:00:00,12/16/1985,Industrials,Large Growth,Below Average,None,,,11.15
747,FSAVX,Open,0.33,16800.0,141.7,0.84,0.84,0.84,148,--,Open,Below Average,Annie Rosen,2013-07-16 00:00:00,06/30/1986,Consumer Cyclical,Large Blend,Below Average,None,,,9.09
748,FSRBX,Open,0.83,16800.0,616.9,0.80,0.81,0.81,91,--,Open,Low,John Sheehy,2012-01-31 00:00:00,06/30/1986,Financial,Large Value,Low,None,,,9.92
749,FBIOX,Open,0.00,16800.0,10500.0,0.75,0.76,0.76,35,--,Open,Low,Rajiv Kaul,2005-10-12 00:00:00,12/16/1985,Health,Mid Growth,Low,None,,,14.33
750,FSLBX,Open,0.64,16800.0,604.9,0.80,1.42,1.42,182,--,Open,Low,Christopher T. Lee,2013-05-31 00:00:00,07/29/1985,Financial,Large Blend,Low,None,,,11.4
751,FSCHX,Open,0.68,16800.0,1600.0,0.80,0.81,0.81,109,--,Open,Low,Mahmoud Sharaf,2010-04-13 00:00:00,07/29/1985,Natural Resources,Large Blend,Low,None,,,14.59
752,FSDCX,Open,0.61,16800.0,257.3,0.90,0.92,0.92,65,--,Open,Below Average,Colin Anderson,2014-10-17 00:00:00,06/29/1990,Technology,Large Growth,Below Average,None,,,10.32
753,FDCPX,Open,0.74,16800.0,783.2,0.82,0.82,0.82,35,--,Open,Low,Christopher Lin,2013-01-31 00:00:00,07/29/1985,Technology,Large Blend,Low,None,,,12.11
754,FSHOX,Open,0.51,16800.0,362.6,0.81,0.81,0.81,53,--,Open,Low,Holger Boerner,2012-01-31 00:00:00,09/29/1986,Consumer Cyclical,Mid Growth,Low,None,,,11.61
755,FSCPX,Open,0.10,16800.0,951.8,0.81,0.82,0.82,138,--,Open,Low,Peter Dixon,2014-07-18 00:00:00,06/29/1990,Consumer Cyclical,Large Growth,Low,None,,,10.03
756,FSVLX,Open,2.24,16800.0,151.8,0.83,0.85,0.85,89,--,Open,Below Average,Shilpa Mehra,2012-04-30 00:00:00,12/16/1985,Financial,Mid Blend,Below Average,None,,,8.89
757,FDFAX,Open,1.57,16800.0,2900.0,0.79,0.79,0.79,31,--,Open,Low,Robert Lee,2004-06-01 00:00:00,07/29/1985,Consumer Defensive,Large Blend,Low,None,,,13.4
758,FSDAX,Open,0.53,16800.0,833.2,0.81,0.81,0.81,48,--,Open,Low,Douglas Scott,2012-01-31 00:00:00,05/08/1984,Industrials,Large Blend,Low,None,,,11.53
759,FSELX,Open,0.45,16800.0,2000.0,0.79,0.82,0.82,186,--,Open,Low,Stephen Barwikowski,2009-01-01 00:00:00,07/29/1985,Technology,Mid Blend,Low,None,,,11.15
760,FSENX,Open,0.84,16800.0,1900.0,0.80,0.80,0.80,98,--,Open,Low,John Dowd,2006-07-31 00:00:00,07/14/1981,Equity Energy,Large Blend,Low,None,,,9.42
